nid,strain_name,specie_id,specie_name,k,refseq_id
2070337,Curtobacterium sp. SGAir0471,2070337,Curtobacterium sp. SGAir0471,Bacteria,GCF_005490985.1
547987,Mycoplasma preputii ATCC BAA-1891,1311773,Mycoplasma preputii,Bacteria,GCF_016925555.1
2849093,,,,,GCF_018987265.1
1561003,bacterium 2013Arg42i,1561003,bacterium 2013Arg42i,Bacteria,GCA_001460935.1
1898474,Macrococcus sp. IME1552,1898474,Macrococcus sp. IME1552,Bacteria,GCF_002313045.1
1473,Virgibacillus pantothenticus,1473,Virgibacillus pantothenticus,Bacteria,GCF_019038005.1
150340,Vibrio antiquarius,150340,Vibrio antiquarius,Bacteria,GCF_001909305.1
1912795,Actinomyces tangfeifanii,1912795,Actinomyces tangfeifanii,Bacteria,GCF_001856685.1
454662,Cellvibrio sp. KY-YJ-3,454662,Cellvibrio sp. KY-YJ-3,Bacteria,GCF_008806955.1
2675791,Enterobacteriaceae endosymbiont of Macroplea mutica,2675791,Enterobacteriaceae endosymbiont of Macroplea mutica,Bacteria,GCF_012571345.1
2678258,,,,,GCF_018325965.1
1346287,Halomonas sp. A3H3,1346287,Halomonas sp. A3H3,Bacteria,GCF_000982975.1
33899,Streptomyces galilaeus,33899,Streptomyces galilaeus,Bacteria,GCF_008704575.1
589437,Prevotella scopos,589437,Prevotella scopos,Bacteria,GCF_900129535.1
1233873,Geobacillus sp. GHH01,1233873,Geobacillus sp. GHH01,Bacteria,GCF_000336445.1
60893,Desulfobacca acetoxidans,60893,Desulfobacca acetoxidans,Bacteria,GCA_011333555.1
38304,Corynebacterium tuberculostearicum,38304,Corynebacterium tuberculostearicum,Bacteria,GCF_016613425.1
672,Vibrio vulnificus,672,Vibrio vulnificus,Bacteria,GCF_002074885.1
2651048,Pseudomonas sp. CFA,2651048,Pseudomonas sp. CFA,Bacteria,GCF_014706535.1
2739063,Thiomicrorhabdus sp. G2,2739063,Thiomicrorhabdus sp. G2,Bacteria,GCF_013282625.1
1482074,Hartmannibacter diazotrophicus,1482074,Hartmannibacter diazotrophicus,Bacteria,GCF_900231165.1
2748319,Flavobacterium sp. I3-2,2748319,Flavobacterium sp. I3-2,Bacteria,GCF_013389595.1
164759,Diaphorobacter nitroreducens,164759,Diaphorobacter nitroreducens,Bacteria,GCA_003755025.1
2609253,Rathayibacter sp. VKM Ac-2760,2609253,Rathayibacter sp. VKM Ac-2760,Bacteria,GCF_009834185.1
158822,Cedecea neteri,158822,Cedecea neteri,Bacteria,GCF_002393445.1
453816,Bdellovibrio exovorus,453816,Bdellovibrio exovorus,Bacteria,GCF_000348725.1
2331,Halanaerobium praevalens,2331,Halanaerobium praevalens,Bacteria,GCF_000165465.1
2315862,Paraflavitalea soli,2315862,Paraflavitalea soli,Bacteria,GCF_003555545.1
42197,Actinosynnema pretiosum,42197,Actinosynnema pretiosum,Bacteria,GCF_002354875.1
1869214,Rheinheimera sp.,1869214,Rheinheimera sp.,Bacteria,GCA_002683675.1
712150,Aggregatibacter sp. oral taxon 513,712150,Aggregatibacter sp. oral taxon 513,Bacteria,GCF_018128305.1
162209,Paenibacillus naphthalenovorans,162209,Paenibacillus naphthalenovorans,Bacteria,GCF_001465255.1
2721245,Streptomyces sp. RPA4-5,2721245,Streptomyces sp. RPA4-5,Bacteria,GCF_012273495.1
1710,Cellulosimicrobium cellulans,1710,Cellulosimicrobium cellulans,Bacteria,GCF_015230495.1
2502979,Pseudomonas khazarica,2502979,Pseudomonas khazarica,Bacteria,GCF_017915135.1
1336804,Polaribacter sp. Hel1_33_78,1336804,Polaribacter sp. Hel1_33_78,Bacteria,GCF_900106075.1
37923,Rothia kristinae,37923,Rothia kristinae,Bacteria,GCF_004136565.1
1768108,Deinococcus actinosclerus,1768108,Deinococcus actinosclerus,Bacteria,GCF_001507665.1
76947,Sphingobium herbicidovorans,76947,Sphingobium herbicidovorans,Bacteria,GCF_002080435.1
195105,Haematobacter massiliensis,195105,Haematobacter massiliensis,Bacteria,GCF_000740795.1
71999,Kocuria palustris,71999,Kocuria palustris,Bacteria,GCF_001483775.1
288965,Hungateiclostridium clariflavum,288965,Hungateiclostridium clariflavum,Bacteria,GCF_007827345.1
2816950,,,,,GCF_017498525.1
1172565,Lonsdalea populi,1172565,Lonsdalea populi,Bacteria,GCF_003269655.1
1411902,Celeribacter manganoxidans,1411902,Celeribacter manganoxidans,Bacteria,GCF_002504165.1
164452,Vulcanisaeta souniana,164452,Vulcanisaeta souniana,Archaea,GCA_001316025.1
1273541,Pyrodictium delaneyi,1273541,Pyrodictium delaneyi,Archaea,GCF_002194565.1
1851395,Actinomyces sp. Chiba101,1851395,Actinomyces sp. Chiba101,Bacteria,GCF_002356195.1
1790137,Wenyingzhuangia fucanilytica,1790137,Wenyingzhuangia fucanilytica,Bacteria,GCF_001697185.1
212,Helicobacter acinonychis,212,Helicobacter acinonychis,Bacteria,GCF_900461455.1
2003370,Salinivibrio sp. YCSC6,2003370,Salinivibrio sp. YCSC6,Bacteria,GCF_002369825.1
1295382,Methylogaea oryzae,1295382,Methylogaea oryzae,Bacteria,GCF_001312345.1
2719023,Saccharopolyspora sp. ASAGF58,2719023,Saccharopolyspora sp. ASAGF58,Bacteria,GCF_012277335.1
1274631,Bradyrhizobium icense,1274631,Bradyrhizobium icense,Bacteria,GCF_001693385.1
1933904,Bartonella sp. WD16.2,1933904,Bartonella sp. WD16.2,Bacteria,GCF_002022505.1
2714929,Erysipelothrix sp. HDW6B,2714929,Erysipelothrix sp. HDW6B,Bacteria,GCF_011301115.1
40269,Aliivibrio salmonicida,40269,Aliivibrio salmonicida,Bacteria,GCF_003942025.1
34038,Rahnella aquatilis,34038,Rahnella aquatilis,Bacteria,GCA_017832015.1
1163398,Pseudomonas donghuensis,1163398,Pseudomonas donghuensis,Bacteria,GCF_000259195.1
65123,Mycoplasma wenyonii,65123,Mycoplasma wenyonii,Bacteria,GCF_003265155.1
146939,Dechlorosoma suillum,146939,Dechlorosoma suillum,Bacteria,GCF_004217225.1
1892,Streptomyces anulatus,1892,Streptomyces anulatus,Bacteria,GCF_019049185.1
35701,Heliobacterium modesticaldum,35701,Heliobacterium modesticaldum,Bacteria,GCF_000019165.1
2758041,Aureimonas sp. LMG 31693,2758041,Aureimonas sp. LMG 31693,Bacteria,GCF_014058705.1
29495,Vibrio navarrensis,29495,Vibrio navarrensis,Bacteria,GCF_000764355.1
1042877,Thermococcus sp. 4557,1042877,Thermococcus sp. 4557,Archaea,GCF_000221185.1
2742657,Citrobacter sp. RHBSTW-00599,2742657,Citrobacter sp. RHBSTW-00599,Bacteria,GCF_013784065.1
1744,Propionibacterium freudenreichii,1744,Propionibacterium freudenreichii,Bacteria,GCF_003330925.1
1404,Bacillus megaterium,1404,Bacillus megaterium,Bacteria,GCF_006716955.1
181663,Desulfococcus oleovorans,181663,Desulfococcus oleovorans,Bacteria,GCF_000018405.1
1855619,Polynucleobacter sp. MWH-UH35A,1855619,Polynucleobacter sp. MWH-UH35A,Bacteria,GCF_018687075.1
1808001,Acinetobacter sp. LoGeW2-3,1808001,Acinetobacter sp. LoGeW2-3,Bacteria,GCF_002688565.1
2733484,,,,,GCF_017868775.1
28188,Capnocytophaga canimorsus,28188,Capnocytophaga canimorsus,Bacteria,GCF_002302565.1
317936,Nostoc sp. PCC 7107,317936,Nostoc sp. PCC 7107,Bacteria,GCF_000316625.1
480520,Myroides profundi,480520,Myroides profundi,Bacteria,GCF_000833025.1
2823693,,,,,GCF_018135625.1
2714936,Lysobacter sp. HDW10,2714936,Lysobacter sp. HDW10,Bacteria,GCF_011300685.1
85701,Bartonella tribocorum,85701,Bartonella tribocorum,Bacteria,GCF_902810615.1
1502,Clostridium perfringens,1502,Clostridium perfringens,Bacteria,GCF_016236905.1
536018,Mesorhizobium australicum,536018,Mesorhizobium australicum,Bacteria,GCF_900177325.1
2494702,Enterobacter huaxiensis,2494702,Enterobacter huaxiensis,Bacteria,GCF_003594935.1
1399,Cytobacillus firmus,1399,Cytobacillus firmus,Bacteria,GCF_003315495.1
96773,Thauera chlorobenzoica,96773,Thauera chlorobenzoica,Bacteria,GCF_900108255.1
78258,Parascardovia denticolens,78258,Parascardovia denticolens,Bacteria,GCA_905371955.1
2682091,Mucilaginibacter sp. HMF7856,2682091,Mucilaginibacter sp. HMF7856,Bacteria,GCF_009754905.2
32062,Deinococcus radiophilus,32062,Deinococcus radiophilus,Bacteria,GCF_003966215.1
2419842,Virgibacillus sp. Bac332,2419842,Virgibacillus sp. Bac332,Bacteria,GCF_003667785.1
1699623,Psychrobacter sp. P11G3,1699623,Psychrobacter sp. P11G3,Bacteria,GCF_001435845.1
2014920,Streptomyces capitiformicae,2014920,Streptomyces capitiformicae,Bacteria,GCF_002214185.1
122420,Thermococcus sp. P6,122420,Thermococcus sp. P6,Archaea,GCF_002214525.1
74313,Brevundimonas subvibrioides,74313,Brevundimonas subvibrioides,Bacteria,GCA_002280475.1
1341,Streptococcus ratti,1341,Streptococcus ratti,Bacteria,GCF_008803015.1
163359,Acidiferrobacter thiooxydans,163359,Acidiferrobacter thiooxydans,Bacteria,GCF_003333315.1
1813182,Geobacillus sp. JS12,1813182,Geobacillus sp. JS12,Bacteria,GCF_001592395.1
2271,Thermoproteus tenax,2271,Thermoproteus tenax,Archaea,GCF_000253055.1
2758442,Actinotalea sp. JY-7876,2758442,Actinotalea sp. JY-7876,Bacteria,GCF_014042015.1
1795631,Variovorax sp. PAMC 28711,1795631,Variovorax sp. PAMC 28711,Bacteria,GCF_001577265.1
312277,Flavobacterium indicum,312277,Flavobacterium indicum,Bacteria,GCF_000455605.1
68203,Streptomyces fungicidicus,68203,Streptomyces fungicidicus,Bacteria,GCF_013363555.1
2005456,Fischerella sp. NIES-4106,2005456,Fischerella sp. NIES-4106,Bacteria,GCF_002368315.1
2026190,Bacillus mobilis,2026190,Bacillus mobilis,Bacteria,GCF_010681835.1
2653203,Sphingomonas sp. CL5.1,2653203,Sphingomonas sp. CL5.1,Bacteria,GCF_013344685.1
442694,Xanthomonas perforans,442694,Xanthomonas perforans,Bacteria,GCA_000800665.1
190895,Vibrio rotiferianus,190895,Vibrio rotiferianus,Bacteria,GCF_013113915.1
56448,Xanthomonas arboricola,56448,Xanthomonas arboricola,Bacteria,GCF_000972745.1
2764720,Olivibacter sp. SDN3,2764720,Olivibacter sp. SDN3,Bacteria,GCF_014334135.1
166501,Thermobaculum terrenum,166501,Thermobaculum terrenum,Bacteria,GCF_000025005.1
2493678,Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1,2493678,Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1,Bacteria,GCF_003952545.1
453304,Agromyces aureus,453304,Agromyces aureus,Bacteria,GCF_001660485.1
2579935,Izhakiella sp. KSNA2,2579935,Izhakiella sp. KSNA2,Bacteria,GCF_005671395.1
1138190,Rhizobium binae,1138190,Rhizobium binae,Bacteria,GCF_017357225.1
452,Legionella spiritensis,452,Legionella spiritensis,Bacteria,GCF_900639955.1
2886352,,,,,GCF_000317515.1
2735563,,,,,GCF_016772315.1
2135430,Streptomyces sp. P3,2135430,Streptomyces sp. P3,Bacteria,GCA_016893485.2
1679444,Akkermansia glycaniphila,1679444,Akkermansia glycaniphila,Bacteria,GCF_018779965.1
139438,Geovibrio thiophilus,139438,Geovibrio thiophilus,Bacteria,GCF_004087915.1
28151,Serratia proteamaculans,28151,Serratia proteamaculans,Bacteria,GCF_017498025.1
203192,Pseudomonas chloritidismutans,203192,Pseudomonas chloritidismutans,Bacteria,GCF_000495915.1
624186,Blattabacterium sp. (Blattella germanica),624186,Blattabacterium sp. (Blattella germanica),Bacteria,GCF_000022605.2
170679,Vibrio chagasii,170679,Vibrio chagasii,Bacteria,GCF_013114235.1
364197,Pseudomonas pohangensis,364197,Pseudomonas pohangensis,Bacteria,GCF_900105995.1
545501,Oceanobacillus oncorhynchi,545501,Oceanobacillus oncorhynchi,Bacteria,GCF_014897385.1
1795355,Echinicola strongylocentroti,1795355,Echinicola strongylocentroti,Bacteria,GCF_003260975.1
95301,Pseudomonas multiresinivorans,95301,Pseudomonas multiresinivorans,Bacteria,GCF_012971725.1
2789776,Actinomarinicola tropica,2789776,Actinomarinicola tropica,Bacteria,GCF_009650215.1
2813673,,,,,GCF_017086385.1
2608254,Bacillus sp. BS98,2608254,Bacillus sp. BS98,Bacteria,GCF_008432245.1
38310,Rhodococcus coprophilus,38310,Rhodococcus coprophilus,Bacteria,GCF_900478115.1
2223,Methanothrix soehngenii,2223,Methanothrix soehngenii,Archaea,GCA_012517695.1
1721091,Chryseobacterium sp. IHB B 17019,1721091,Chryseobacterium sp. IHB B 17019,Bacteria,GCF_001456155.1
1961362,Sphingomonas sp. NIC1,1961362,Sphingomonas sp. NIC1,Bacteria,GCF_001638925.1
1436290,Candidatus Symbiobacter mobilis,1436290,Candidatus Symbiobacter mobilis,Bacteria,GCF_000477435.1
51201,Streptomyces griseocarneus,51201,Streptomyces griseocarneus,Bacteria,GCF_003674045.1
1620392,Spongiibacter sp. IMCC21906,1620392,Spongiibacter sp. IMCC21906,Bacteria,GCF_001010805.1
2675713,Klebsiella sp. WP4-W18-ESBL-05,2675713,Klebsiella sp. WP4-W18-ESBL-05,Bacteria,GCF_014169075.1
2678261,,,,,GCF_018408275.1
158,Treponema denticola,158,Treponema denticola,Bacteria,GCF_900497605.1
28072,Nostoc sp. PCC 7524,28072,Nostoc sp. PCC 7524,Bacteria,GCF_000316645.1
2500533,Pseudorhodobacter sp. S12M18,2500533,Pseudorhodobacter sp. S12M18,Bacteria,GCF_005234135.1
1636603,Acinetobacter sp. ACNIH1,1636603,Acinetobacter sp. ACNIH1,Bacteria,GCF_002934695.1
2590777,Rhizobium sp. NIBRBAC000502774,2590777,Rhizobium sp. NIBRBAC000502774,Bacteria,GCF_006517835.1
95619,Pseudomonas sp. M1,95619,Pseudomonas sp. M1,Bacteria,GCF_000317185.3
2527971,Gimesia algae,2527971,Gimesia algae,Bacteria,GCF_007746795.1
2286,Saccharolobus shibatae,2286,Saccharolobus shibatae,Archaea,GCF_019175325.1
84980,Desulfotalea psychrophila,84980,Desulfotalea psychrophila,Bacteria,GCF_000025945.1
1777866,Mesorhizobium erdmanii,1777866,Mesorhizobium erdmanii,Bacteria,GCF_013170725.1
2424,Fervidobacterium nodosum,2424,Fervidobacterium nodosum,Bacteria,GCF_000017545.1
2849501,,,,,GCF_019039255.1
291112,Photorhabdus asymbiotica,291112,Photorhabdus asymbiotica,Bacteria,GCF_003634575.1
114527,Mogibacterium diversum,114527,Mogibacterium diversum,Bacteria,GCF_002998925.1
748247,Azoarcus sp. KH32C,748247,Azoarcus sp. KH32C,Bacteria,GCF_000349945.1
1902136,Streptococcus sp. NPS 308,1902136,Streptococcus sp. NPS 308,Bacteria,GCF_002355895.1
2051553,Methylobacterium currus,2051553,Methylobacterium currus,Bacteria,GCF_003058325.1
157692,Pseudoleptotrichia goodfellowii,157692,Pseudoleptotrichia goodfellowii,Bacteria,GCF_007990505.1
1131462,Dehalobacter sp. CF,1131462,Dehalobacter sp. CF,Bacteria,GCF_000305815.1
1434072,Pseudomonas salegens,1434072,Pseudomonas salegens,Bacteria,GCF_900105655.1
1324864,Pantoea beijingensis,1324864,Pantoea beijingensis,Bacteria,GCF_014155785.1
2231055,Dechloromonas sp. HYN0024,2231055,Dechloromonas sp. HYN0024,Bacteria,GCF_003441615.1
2217832,Bacillus sp. JAS24-2,2217832,Bacillus sp. JAS24-2,Bacteria,GCF_008274905.1
291644,Bacteroides salyersiae,291644,Bacteroides salyersiae,Bacteria,GCF_015547585.1
283734,Staphylococcus pseudintermedius,283734,Staphylococcus pseudintermedius,Bacteria,GCF_009649855.1
483,Neisseria cinerea,483,Neisseria cinerea,Bacteria,GCF_003044675.1
751585,Coprococcus sp. ART55/1,751585,Coprococcus sp. ART55/1,Bacteria,GCF_000210595.1
833,Fibrobacter succinogenes,833,Fibrobacter succinogenes,Bacteria,GCF_900217845.1
1867719,Phyllobacterium zundukense,1867719,Phyllobacterium zundukense,Bacteria,GCF_002763465.1
2561924,Brevundimonas sp. MF30-B,2561924,Brevundimonas sp. MF30-B,Bacteria,GCF_004683885.1
2709302,Massilia sp. Dwa41.01b,2709302,Massilia sp. Dwa41.01b,Bacteria,GCF_014171775.1
315358,Spiroplasma eriocheiris,315358,Spiroplasma eriocheiris,Bacteria,GCF_001029265.1
1170699,Galbibacter sp. BG1,1170699,Galbibacter sp. BG1,Bacteria,GCF_013391805.1
33052,Sphingopyxis terrae,33052,Sphingopyxis terrae,Bacteria,GCA_014763605.1
370324,Haloterrigena longa,370324,Haloterrigena longa,Archaea,GCF_017352095.1
1303,Streptococcus oralis,1303,Streptococcus oralis,Bacteria,GCF_018791825.1
2738852,Candidatus Ruthia endofausta,2738852,Candidatus Ruthia endofausta,Bacteria,GCF_013342985.1
1297617,Intestinimonas butyriciproducens,1297617,Intestinimonas butyriciproducens,Bacteria,GCF_015668595.1
1173273,Pseudomonas sp. R2-37-08W,1173273,Pseudomonas sp. R2-37-08W,Bacteria,GCF_003851705.1
2769351,Brucella sp. 6810,2769351,Brucella sp. 6810,Bacteria,GCF_014495905.1
1699621,Psychrobacter sp. P11F6,1699621,Psychrobacter sp. P11F6,Bacteria,GCF_001435295.1
2587861,Labrenzia sp. THAF82,2587861,Labrenzia sp. THAF82,Bacteria,GCF_009363435.1
40577,Xenorhabdus poinarii,40577,Xenorhabdus poinarii,Bacteria,GCA_016648035.1
2594454,Streptomyces sp. RLB1-9,2594454,Streptomyces sp. RLB1-9,Bacteria,GCF_007113525.2
2662362,Acinetobacter wanghuae,2662362,Acinetobacter wanghuae,Bacteria,GCF_009557235.1
2592817,Tardiphaga sp. vice304,2592817,Tardiphaga sp. vice304,Bacteria,GCF_007018905.1
2565368,Pseudomonas atacamensis,2565368,Pseudomonas atacamensis,Bacteria,GCF_004801935.1
716816,Oceanicoccus sagamiensis,716816,Oceanicoccus sagamiensis,Bacteria,GCF_002117105.1
1458461,Candidatus Phaeomarinobacter ectocarpi,1458461,Candidatus Phaeomarinobacter ectocarpi,Bacteria,GCF_000689395.1
2725994,Mycoplasma sp. 1654_15,2725994,Mycoplasma sp. 1654_15,Bacteria,GCF_012516495.1
1906273,Cellulosimicrobium sp. JZ28,1906273,Cellulosimicrobium sp. JZ28,Bacteria,GCF_015327065.1
60847,Halogeometricum borinquense,60847,Halogeometricum borinquense,Archaea,GCF_004150395.1
214851,Subdoligranulum variabile,214851,Subdoligranulum variabile,Bacteria,GCA_018364015.1
110321,Sinorhizobium medicae,110321,Sinorhizobium medicae,Bacteria,GCF_004004695.1
367477,Microbacterium sp. XT11,367477,Microbacterium sp. XT11,Bacteria,GCF_001513675.1
2507538,Muriicola sp. MMS17-SY002,2507538,Muriicola sp. MMS17-SY002,Bacteria,GCF_004139715.1
1861,Geodermatophilus obscurus,1861,Geodermatophilus obscurus,Bacteria,GCF_900115395.1
1421430,Pseudomonas granadensis,1421430,Pseudomonas granadensis,Bacteria,GCF_017167345.1
1719,Corynebacterium pseudotuberculosis,1719,Corynebacterium pseudotuberculosis,Bacteria,GCF_009759745.1
712624,Streptococcus sp. oral taxon 064,712624,Streptococcus sp. oral taxon 064,Bacteria,GCF_001683375.1
2478912,Commensalibacter sp. AMU001,2478912,Commensalibacter sp. AMU001,Bacteria,GCF_003691365.1
1503055,Burkholderia territorii,1503055,Burkholderia territorii,Bacteria,GCA_002151255.1
1388755,Candidatus Pelagibacter sp. HIMB1321,1388755,Candidatus Pelagibacter sp. HIMB1321,Bacteria,GCF_900177485.1
2594455,Streptomyces sp. RLB3-17,2594455,Streptomyces sp. RLB3-17,Bacteria,GCF_007113425.2
2607663,Yersinia canariae,2607663,Yersinia canariae,Bacteria,GCF_009831415.1
97138,Clostridium sp. MD294,97138,Clostridium sp. MD294,Bacteria,GCF_000364165.1
1969,Streptomyces chartreusis,1969,Streptomyces chartreusis,Bacteria,GCF_008704715.1
43660,Pseudoalteromonas undina,43660,Pseudoalteromonas undina,Bacteria,GCF_000238275.3
212767,Mycobacterium sp. JS623,212767,Mycobacterium sp. JS623,Bacteria,GCF_000328565.1
2689110,Polynucleobacter sp. MWH-UH24A,2689110,Polynucleobacter sp. MWH-UH24A,Bacteria,GCF_018687475.1
2599297,Sphingomonas sp. XS-10,2599297,Sphingomonas sp. XS-10,Bacteria,GCF_007833215.1
472834,Candidatus Purcelliella pentastirinorum,472834,Candidatus Purcelliella pentastirinorum,Bacteria,GCF_003391335.1
1316410,Streptococcus sp. HSISS1,1316410,Streptococcus sp. HSISS1,Bacteria,GCF_000448645.1
47872,Micromonospora purpureochromogenes,47872,Micromonospora purpureochromogenes,Bacteria,GCF_013410185.1
1604,Lactobacillus amylovorus,1604,Lactobacillus amylovorus,Bacteria,GCF_000191545.1
2596916,Frigoribacterium sp. NBH87,2596916,Frigoribacterium sp. NBH87,Bacteria,GCF_014217665.1
1063,Rhodobacter sphaeroides,1063,Rhodobacter sphaeroides,Bacteria,GCA_009797665.1
1868655,Bacillus sp. B25(2016b),1868655,Bacillus sp. B25(2016b),Bacteria,GCF_001679765.1
693075,Caldisericum exile,693075,Caldisericum exile,Bacteria,GCA_011334675.1
2109914,Ottowia oryzae,2109914,Ottowia oryzae,Bacteria,GCF_003008535.1
2763006,Streptomyces buecherae,2763006,Streptomyces buecherae,Bacteria,GCF_014284355.1
2736,Verrucomicrobium spinosum,2736,Verrucomicrobium spinosum,Bacteria,GCF_000172155.1
1604004,Halanaeroarchaeum sulfurireducens,1604004,Halanaeroarchaeum sulfurireducens,Archaea,GCF_001011115.1
2591108,Actinomadura sp. WMMA1423,2591108,Actinomadura sp. WMMA1423,Bacteria,GCF_006547145.1
1486262,Martelella endophytica,1486262,Martelella endophytica,Bacteria,GCF_000960975.1
1720343,Pseudoalteromonas sp. 1_2015MBL_MicDiv,1720343,Pseudoalteromonas sp. 1_2015MBL_MicDiv,Bacteria,GCF_002407505.1
46355,Spirochaeta africana,46355,Spirochaeta africana,Bacteria,GCF_000242595.2
1968541,Sulfitobacter sp. D7,1968541,Sulfitobacter sp. D7,Bacteria,GCF_003611275.1
2173853,Streptococcus chenjunshii,2173853,Streptococcus chenjunshii,Bacteria,GCF_003429035.1
875328,Mycolicibacter sinensis,875328,Mycolicibacter sinensis,Bacteria,GCF_001673565.1
2020311,Rhizobium sp. Kim5,2020311,Rhizobium sp. Kim5,Bacteria,GCF_000172695.2
54248,Hyperthermus butylicus,54248,Hyperthermus butylicus,Archaea,GCF_000015145.1
110937,Rathayibacter festucae,110937,Rathayibacter festucae,Bacteria,GCF_009834205.1
585423,Synechococcus sp. KORDI-49,585423,Synechococcus sp. KORDI-49,Bacteria,GCF_000737575.1
1927,Streptomyces rimosus,1927,Streptomyces rimosus,Bacteria,GCF_008704655.1
1850374,Ancylobacter sp. TS-1,1850374,Ancylobacter sp. TS-1,Bacteria,GCF_009223885.1
2745947,Spirosoma sp. KUDC1026,2745947,Spirosoma sp. KUDC1026,Bacteria,GCF_013375035.1
343,Xanthomonas translucens,343,Xanthomonas translucens,Bacteria,GCF_007829315.1
1896196,Porphyrobacter sp. LM 6,1896196,Porphyrobacter sp. LM 6,Bacteria,GCF_001720465.1
2715959,Shinella sp. PSBB067,2715959,Shinella sp. PSBB067,Bacteria,GCF_016839145.1
1550579,Mucilaginibacter gotjawali,1550579,Mucilaginibacter gotjawali,Bacteria,GCF_014191635.1
2590021,Sulfurimonas sp. 1-1N,2590021,Sulfurimonas sp. 1-1N,Bacteria,GCF_009258045.1
1325115,Bradyrhizobium guangxiense,1325115,Bradyrhizobium guangxiense,Bacteria,GCF_004114915.1
675090,Actinomyces weissii,675090,Actinomyces weissii,Bacteria,GCF_016598775.1
1630693,Gemmata sp. SH-PL17,1630693,Gemmata sp. SH-PL17,Bacteria,GCF_001610855.1
2698686,Shewanella sp. Arc9-LZ,2698686,Shewanella sp. Arc9-LZ,Bacteria,GCF_010092445.1
333367,Enterocloster asparagiformis,333367,Enterocloster asparagiformis,Bacteria,GCF_003466005.1
35742,Haloarcula sinaiiensis,35742,Haloarcula sinaiiensis,Archaea,GCF_018200015.1
36818,Streptomyces subrutilus,36818,Streptomyces subrutilus,Bacteria,GCF_001746425.1
60961,Shewanella woodyi,60961,Shewanella woodyi,Bacteria,GCF_900079515.1
53953,Pyrococcus horikoshii,53953,Pyrococcus horikoshii,Archaea,GCA_013329775.1
2086577,Lysinibacillus timonensis,2086577,Lysinibacillus timonensis,Bacteria,GCF_900291985.1
33905,Bifidobacterium thermophilum,33905,Bifidobacterium thermophilum,Bacteria,GCF_002846785.1
2731112,,,,,GCF_017948245.1
2728022,Mucilaginibacter sp. F39-2,2728022,Mucilaginibacter sp. F39-2,Bacteria,GCF_012849215.1
2603276,Methylobacterium sp. WL1,2603276,Methylobacterium sp. WL1,Bacteria,GCF_008000895.1
216816,Bifidobacterium longum,216816,Bifidobacterium longum,Bacteria,GCF_001595465.1
1884907,Candidatus Planktophila vernalis,1884907,Candidatus Planktophila vernalis,Bacteria,GCF_002288185.1
35703,Citrobacter amalonaticus,35703,Citrobacter amalonaticus,Bacteria,GCF_900079785.1
2045200,Pseudomonas sp. s211(2017),2045200,Pseudomonas sp. s211(2017),Bacteria,GCF_003033885.1
2686358,Paraglaciecola sp. L3A3,2686358,Paraglaciecola sp. L3A3,Bacteria,GCF_009796765.1
2590015,Shewanella sp. SNU WT4,2590015,Shewanella sp. SNU WT4,Bacteria,GCF_006494715.1
107401,Tenacibaculum maritimum,107401,Tenacibaculum maritimum,Bacteria,GCF_902705365.1
118163,Pleurocapsa sp. PCC 7327,54308,Pleurocapsa minor,Bacteria,GCF_000317025.1
1447062,Youhaiella tibetensis,1447062,Youhaiella tibetensis,Bacteria,GCF_014638565.1
1852,Saccharomonospora viridis,1852,Saccharomonospora viridis,Bacteria,GCF_900115515.1
33995,Komagataeibacter europaeus,33995,Komagataeibacter europaeus,Bacteria,GCF_001273645.1
456827,Candidatus Cloacimonas acidaminovorans,456827,Candidatus Cloacimonas acidaminovorans,Bacteria,GCF_000146065.2
1175445,Methanocella arvoryzae,1175445,Methanocella arvoryzae,Archaea,GCF_000063445.1
223967,Methylorubrum populi,223967,Methylorubrum populi,Bacteria,GCF_001643095.1
2576923,Polynucleobacter sp. AP-Titi-500A-B4,2576923,Polynucleobacter sp. AP-Titi-500A-B4,Bacteria,GCF_018688095.1
1234841,Mucilaginibacter xinganensis,1234841,Mucilaginibacter xinganensis,Bacteria,GCF_002257585.1
1458307,Octadecabacter temperatus,1458307,Octadecabacter temperatus,Bacteria,GCF_900142425.1
2740405,Candidatus Sulfurimonas marisnigri,2740405,Candidatus Sulfurimonas marisnigri,Bacteria,GCF_015265475.1
1778678,Paenibacillus psychroresistens,1778678,Paenibacillus psychroresistens,Bacteria,GCF_009728935.1
561184,Mameliella alba,561184,Mameliella alba,Bacteria,GCF_014640275.1
2054914,Pseudomonas sp. 02C 26,2054914,Pseudomonas sp. 02C 26,Bacteria,GCF_002843585.1
79967,Erwinia pyrifoliae,79967,Erwinia pyrifoliae,Bacteria,GCF_002952315.1
2605945,Chromobacterium paludis,2605945,Chromobacterium paludis,Bacteria,GCF_008275125.1
1508404,Jeotgalibacillus malaysiensis,1508404,Jeotgalibacillus malaysiensis,Bacteria,GCF_000818095.1
2107713,Aeromicrobium sp. A1-2,2107713,Aeromicrobium sp. A1-2,Bacteria,GCF_003443875.1
2681987,Blochmannia endosymbiont of Colobopsis nipponica,2681987,Blochmannia endosymbiont of Colobopsis nipponica,Bacteria,GCF_014857065.1
387090,Phocaeicola coprophilus,387090,Phocaeicola coprophilus,Bacteria,GCF_003467215.1
