nid,strain_name,specie_id,specie_name,k
1993630,Adoxophyes honmai entomopoxvirus,1993630,Adoxophyes honmai entomopoxvirus,Viruses
2590884,Shewanella sp. #4,2590884,Shewanella sp. #4,Bacteria
2968475,,,,
2871174,,,,
1177211,Candidatus Vallotia cooleyia,1177211,Candidatus Vallotia cooleyia,Bacteria
2733667,Klebsiella virus IME205,2733667,Klebsiella virus IME205,Viruses
10266,Sheeppox virus,10266,Sheeppox virus,Viruses
1910935,Bacillus virus Agate,1910935,Bacillus virus Agate,Viruses
93465,Avian endogenous retrovirus EAV-HP,93465,Avian endogenous retrovirus EAV-HP,Viruses
2749994,,,,
2901869,,,,
86173,Microbulbifer elongatus,86173,Microbulbifer elongatus,Bacteria
2849865,,,,
2917691,,,,
2917725,,,,
2734095,Synechococcus virus Bellamy,2734095,Synechococcus virus Bellamy,Viruses
218111,Wolbachia endosymbiont of Corcyra cephalonica,218111,Wolbachia endosymbiont of Corcyra cephalonica,Bacteria
2864205,,,,
2908648,,,,
2992243,,,,
2560849,Yersinia virus Yen9-04,2560849,Yersinia virus Yen9-04,Viruses
1978543,Kumasi ledantevirus,1978543,Kumasi ledantevirus,Viruses
1882662,Borrelia sp. HM,1882662,Borrelia sp. HM,Bacteria
27973,Encephalitozoon hellem,27973,Encephalitozoon hellem,Eukaryota
2952527,,,,
2986930,,,,
2035708,Cherax quadricarinatus iridovirus,2035708,Cherax quadricarinatus iridovirus,Viruses
129728,Parapoxvirus of red deer in New Zealand,129728,Parapoxvirus of red deer in New Zealand,Viruses
699370,Thermus phage TMA,699370,Thermus phage TMA,Viruses
2560413,Enseada orthobunyavirus,2560413,Enseada orthobunyavirus,Viruses
2861288,,,,
2872154,,,,
2911495,,,,
2943192,,,,
2845109,,,,
2734240,,,,
2955765,,,,
2861800,,,,
333754,Alphapapillomavirus 10,333754,Alphapapillomavirus 10,Viruses
1914856,Escherichia virus FFH2,1914856,Escherichia virus FFH2,Viruses
2931382,,,,
1660079,Campylobacter sp. RM12651,1660079,Campylobacter sp. RM12651,Bacteria
2925411,,,,
2955510,,,,
2843987,,,,
1921713,Bacillus virus Stills,1921713,Bacillus virus Stills,Viruses
2856608,,,,
282263,Wolbachia endosymbiont of Drosophila innubila,282263,Wolbachia endosymbiont of Drosophila innubila,Bacteria
1911006,Salmonella virus SP31,1911006,Salmonella virus SP31,Viruses
2955956,,,,
2911172,,,,
39640,Cotesia congregata bracovirus,39640,Cotesia congregata bracovirus,Viruses
633135,Streptococcus virus phiAbc2,633135,Streptococcus virus phiAbc2,Viruses
1701090,Gordonia hongkongensis,1701090,Gordonia hongkongensis,Bacteria
2873270,,,,
2845138,,,,
2903900,,,,
98403,Drechmeria coniospora,98403,Drechmeria coniospora,Eukaryota
2920380,,,,
2018052,Candidatus Vallotia lariciata,2018052,Candidatus Vallotia lariciata,Bacteria
2880934,,,,
1128151,Mimivirus terra2,1128151,Mimivirus terra2,Viruses
2560337,Bacillus virus Shbh1,2560337,Bacillus virus Shbh1,Viruses
2686364,Klebsiella sp. PCX,2686364,Klebsiella sp. PCX,Bacteria
1985338,Klebsiella virus KP27,1985338,Klebsiella virus KP27,Viruses
2925845,,,,
2734158,Erwinia virus Yoloswag,2734158,Erwinia virus Yoloswag,Viruses
931099,Rickettsia endosymbiont of Oedothorax gibbosus,931099,Rickettsia endosymbiont of Oedothorax gibbosus,Bacteria
2955429,,,,
2733624,Pseudomonas virus shl2,2733624,Pseudomonas virus shl2,Viruses
2933777,,,,
2989770,,,,
2734019,Escherichia virus swan01,2734019,Escherichia virus swan01,Viruses
2870750,,,,
2594496,,,,
2906514,,,,
1160784,Candidatus Nasuia deltocephalinicola,1160784,Candidatus Nasuia deltocephalinicola,Bacteria
2953890,,,,
1824638,Vibrio japonicus,1824638,Vibrio japonicus,Bacteria
2905879,,,,
2895490,,,,
2925830,,,,
1954379,Shigella virus EP23,1954379,Shigella virus EP23,Viruses
2844659,,,,
112227,Cactus virus X,112227,Cactus virus X,Viruses
2107709,Pandoravirus quercus,2107709,Pandoravirus quercus,Viruses
2844165,,,,
1211642,Caulobacter virus Magneto,1211642,Caulobacter virus Magneto,Viruses
2734112,Faecalibacterium virus Lagaffe,2734112,Faecalibacterium virus Lagaffe,Viruses
2982691,,,,
2986803,,,,
2843630,,,,
2862880,,,,
2846182,,,,
2932251,,,,
1435008,Citrus endogenous pararetrovirus,1435008,Citrus endogenous pararetrovirus,Viruses
2789208,,,,
338645,Candidatus Contubernalis alkalaceticum,338645,Candidatus Contubernalis alkalaceticum,Bacteria
2745562,,,,
2870860,,,,
2831000,,,,
573171,Vibrio phage douglas 12A4,573171,Vibrio phage douglas 12A4,Viruses
2872754,,,,
2935861,,,,
2956580,,,,
55395,Bradyrhizobium sp. NC92,55395,Bradyrhizobium sp. NC92,Bacteria
2734053,Staphylococcus virus SscM1,2734053,Staphylococcus virus SscM1,Viruses
1985327,Klebsiella virus PKO111,1985327,Klebsiella virus PKO111,Viruses
2955551,,,,
1922246,Staphylococcus virus Sextaec,1922246,Staphylococcus virus Sextaec,Viruses
2864217,,,,
1159556,Ustilaginoidea virens,1159556,Ustilaginoidea virens,Eukaryota
2895522,,,,
2745563,,,,
2992140,,,,
2169863,Papiine betaherpesvirus 3,2169863,Papiine betaherpesvirus 3,Viruses
2942909,,,,
1560342,Acinetobacter phage YMC13/03/R2096,1560342,Acinetobacter phage YMC13/03/R2096,Viruses
161675,Tamana bat virus,161675,Tamana bat virus,Viruses
2862869,,,,
2955844,,,,
2861750,,,,
1161906,Weissella phage phiYS61,1161906,Weissella phage phiYS61,Viruses
230871,Streptococcus virus C1,230871,Streptococcus virus C1,Viruses
2975049,,,,
2886046,,,,
1659192,Treponema sp. OMZ 305,1659192,Treponema sp. OMZ 305,Bacteria
2793010,,,,
2509385,Strider striwavirus,2509385,Strider striwavirus,Viruses
2845962,,,,
2844671,,,,
1437009,Chenggangzhangella methanolivorans,1437009,Chenggangzhangella methanolivorans,Bacteria
1245890,Escherichia virus JL1,1245890,Escherichia virus JL1,Viruses
2883127,,,,
2867015,,,,
1918006,Bacillus virus Bigbertha,1918006,Bacillus virus Bigbertha,Viruses
2856523,,,,
1234872,Dragonfly circularisvirus,1234872,Dragonfly circularisvirus,Viruses
2922859,,,,
2986919,,,,
2953809,,,,
2962672,,,,
2699396,,,,
253700,Schlumbergera virus X,253700,Schlumbergera virus X,Viruses
2733580,Lelliottia virus phD2B,2733580,Lelliottia virus phD2B,Viruses
2859768,,,,
1922532,Beihai picorna-like virus 104,1922532,Beihai picorna-like virus 104,Viruses
2955579,,,,
2705472,,,,
2962597,,,,
2861782,,,,
2937800,,,,
2304516,Culex-associated Tombus-like virus,2304516,Culex-associated Tombus-like virus,Viruses
318829,Pyricularia oryzae,318829,Pyricularia oryzae,Eukaryota
2955557,,,,
11788,Abelson murine leukemia virus,11788,Abelson murine leukemia virus,Viruses
2734096,Faecalibacterium virus Brigit,2734096,Faecalibacterium virus Brigit,Viruses
2866592,,,,
2976824,,,,
2778902,,,,
2955726,,,,
1921711,Bacillus virus Stahl,1921711,Bacillus virus Stahl,Viruses
1914019,Vibrio virus KVP40,1914019,Vibrio virus KVP40,Viruses
47985,Grapevine leafroll-associated virus 1,47985,Grapevine leafroll-associated virus 1,Viruses
2864210,,,,
555316,Phyllobacterium sp. T1018,555316,Phyllobacterium sp. T1018,Bacteria
981330,Tsukamurella phage TPA2,981330,Tsukamurella phage TPA2,Viruses
2931977,,,,
2734140,Prochlorococcus virus PSSM2,2734140,Prochlorococcus virus PSSM2,Viruses
2777185,,,,
933845,Bathycoccus sp. RCC1105 virus BpV,933845,Bathycoccus sp. RCC1105 virus BpV,Viruses
1081631,Candidatus Schneideria nysicola,1081631,Candidatus Schneideria nysicola,Bacteria
2169688,Serratia virus IME250,2169688,Serratia virus IME250,Viruses
575378,Sediminibacterium sp. TEGAF015,575378,Sediminibacterium sp. TEGAF015,Bacteria
328615,Trichoplusia ni ascovirus 2c,328615,Trichoplusia ni ascovirus 2c,Viruses
1586233,Halosiccatus urmianus,1586233,Halosiccatus urmianus,Archaea
2911367,,,,
1327993,Cellulophaga phage phi39:1,1327993,Cellulophaga phage phi39:1,Viruses
2605730,Streptomyces sp. BSE6.1,2605730,Streptomyces sp. BSE6.1,Bacteria
2789210,,,,
796027,Sugiyamaella lignohabitans,796027,Sugiyamaella lignohabitans,Eukaryota
2651199,Arthrobacter sp. CDRTa11,2651199,Arthrobacter sp. CDRTa11,Bacteria
2917832,,,,
2830990,,,,
2932249,,,,
2734051,Lactobacillus virus Lpa804,2734051,Lactobacillus virus Lpa804,Viruses
2928472,,,,
1076626,Candidatus Steffania adelgidicola,1076626,Candidatus Steffania adelgidicola,Bacteria
12282,Tobacco ringspot virus,12282,Tobacco ringspot virus,Viruses
1582356,Sphingomicrobium aestuariivivum,1582356,Sphingomicrobium aestuariivivum,Bacteria
2879938,,,,
2929489,,,,
2913995,,,,
1920,Streptomyces nigrescens,1920,Streptomyces nigrescens,Bacteria
5827,Plasmodium cynomolgi,5827,Plasmodium cynomolgi,Eukaryota
2942480,,,,
2986833,,,,
2878535,,,,
2856851,,,,
2764185,Lysobacter sp. CJ11,2764185,Lysobacter sp. CJ11,Bacteria
2989771,,,,
2841283,,,,
2892440,,,,
2955982,,,,
2025360,NY_014 poxvirus,2025360,NY_014 poxvirus,Viruses
5665,Leishmania mexicana,5665,Leishmania mexicana,Eukaryota
130309,Human mastadenovirus F,130309,Human mastadenovirus F,Viruses
2912628,,,,
2846092,,,,
574727,Bradyrhizobium sp. C-145,574727,Bradyrhizobium sp. C-145,Bacteria
1606501,Pteronotus parnellii polyomavirus 1,1606501,Pteronotus parnellii polyomavirus 1,Viruses
2955232,,,,
396359,Clostridium phage phiSM101,396359,Clostridium phage phiSM101,Viruses
2845180,,,,
1327935,Cronobacter phage S13,1327935,Cronobacter phage S13,Viruses
2949637,,,,
929833,Rhizobium phage RR1-A,929833,Rhizobium phage RR1-A,Viruses
1954378,Escherichia virus HK578,1954378,Escherichia virus HK578,Viruses
2855434,,,,
2801029,,,,
2918453,,,,
2956041,,,,
2956223,,,,
2955351,,,,
2850494,,,,
571949,Encephalitozoon romaleae,571949,Encephalitozoon romaleae,Eukaryota
2955535,,,,
2986831,,,,
223390,Ancylobacter polymorphus,223390,Ancylobacter polymorphus,Bacteria
2528593,Zhaonella formicivorans,2528593,Zhaonella formicivorans,Bacteria
2734235,Colwellia virus 9A,2734235,Colwellia virus 9A,Viruses
2907154,,,,
1985342,Citrobacter virus Moon,1985342,Citrobacter virus Moon,Viruses
2955861,,,,
2845970,,,,
1115696,Thermococcus prieurii virus 1,1115696,Thermococcus prieurii virus 1,Viruses
2963433,,,,
2746225,,,,
2875764,,,,
2801834,,,,
2268449,,,,
2989816,,,,
5868,Babesia microti,5868,Babesia microti,Eukaryota
2904121,,,,
1922607,Beihai picorna-like virus 61,1922607,Beihai picorna-like virus 61,Viruses
2954064,,,,
1234143,Endozoicomonas euniceicola,1234143,Endozoicomonas euniceicola,Bacteria
96232,Legionella lytica,96232,Legionella lytica,Bacteria
2864102,,,,
2956052,,,,
2841264,,,,
2937286,,,,
2749995,,,,
67082,BeAn 58058 virus,67082,BeAn 58058 virus,Viruses
1732178,Sulfolobus monocaudavirus SMV4,1732178,Sulfolobus monocaudavirus SMV4,Viruses
2955924,,,,
251540,Candidatus Blochmannia vicinus,251540,Candidatus Blochmannia vicinus,Bacteria
2862870,,,,
519497,Southern rice black-streaked dwarf virus,519497,Southern rice black-streaked dwarf virus,Viruses
353851,Mycoplasma sp. Ms02,353851,Mycoplasma sp. Ms02,Bacteria
2867004,,,,
1848900,Streptomyces sp. ST1015,1848900,Streptomyces sp. ST1015,Bacteria
2844675,,,,
1548417,Pigeon aviadenovirus A,1548417,Pigeon aviadenovirus A,Viruses
2898725,,,,
2986837,,,,
2830993,,,,
1923703,Wuhan heteroptera virus 3,1923703,Wuhan heteroptera virus 3,Viruses
2560406,Delftia virus PhiW14,2560406,Delftia virus PhiW14,Viruses
2914710,,,,
2989727,,,,
2971235,,,,
2806609,,,,
2107708,Pandoravirus neocaledonia,2107708,Pandoravirus neocaledonia,Viruses
2962673,,,,
1535204,Metabacillus endolithicus,1535204,Metabacillus endolithicus,Bacteria
1987921,Candidatus Profftia lariciata,1987921,Candidatus Profftia lariciata,Bacteria
2955329,,,,
2853257,,,,
279383,Alphaproteobacteria virus phiJl001,279383,Alphaproteobacteria virus phiJl001,Viruses
2587410,Thermothielavioides terrestris,2587410,Thermothielavioides terrestris,Eukaryota
929832,Cyanophage P-RSM6,929832,Cyanophage P-RSM6,Viruses
2956234,,,,
10334,Felid alphaherpesvirus 1,10334,Felid alphaherpesvirus 1,Viruses
2955383,,,,
5860,Plasmodium vinckei,5860,Plasmodium vinckei,Eukaryota
2955423,,,,
2844207,,,,
2894203,,,,
1914020,Vibrio virus nt1,1914020,Vibrio virus nt1,Viruses
2918299,,,,
2509386,Horsefly horwuvirus,2509386,Horsefly horwuvirus,Viruses
2925843,,,,
2895568,,,,
1982903,Mycobacterium virus Reprobate,1982903,Mycobacterium virus Reprobate,Viruses
2844119,,,,
2955574,,,,
2937524,,,,
2733597,Shigella virus Buco,2733597,Shigella virus Buco,Viruses
2849642,,,,
2899122,,,,
2886935,,,,
2978473,,,,
2875706,,,,
2955560,,,,
2831894,,,,
2931930,,,,
2860285,,,,
1586712,Yellowstone lake mimivirus,1586712,Yellowstone lake mimivirus,Viruses
2782655,,,,
1675689,Aeromonas sp. Ne-1,1675689,Aeromonas sp. Ne-1,Bacteria
2980108,,,,
2916754,,,,
2876713,,,,
2964616,,,,
1364945,Salinirubellus salinus,1364945,Salinirubellus salinus,Archaea
2908210,,,,
2876194,,,,
2932246,,,,
2933797,,,,
2954014,,,,
2866626,,,,
2720029,Enterobacter sp. DNB-S2,2720029,Enterobacter sp. DNB-S2,Bacteria
2956440,,,,
2929514,,,,
2862509,,,,
1562066,Norway rat pestivirus,1562066,Norway rat pestivirus,Viruses
432096,Kazachstania africana,432096,Kazachstania africana,Eukaryota
2705471,,,,
2887345,,,,
2696560,Aquirufa sp. 9H-EGSE,2696560,Aquirufa sp. 9H-EGSE,Bacteria
1985175,Bacillus virus Bc431,1985175,Bacillus virus Bc431,Viruses
2837969,,,,
2734275,Salmonella virus Sasha,2734275,Salmonella virus Sasha,Viruses
2955549,,,,
2879107,,,,
2885078,,,,
2770772,,,,
4952,Yarrowia lipolytica,4952,Yarrowia lipolytica,Eukaryota
2877527,,,,
2922857,,,,
2955343,,,,
376175,Schlegelella aquatica,376175,Schlegelella aquatica,Bacteria
2854260,,,,
5861,Plasmodium yoelii,5861,Plasmodium yoelii,Eukaryota
2894081,,,,
2913506,,,,
2955972,,,,
2893886,,,,
2907623,,,,
2955598,,,,
1005962,Ogataea parapolymorpha,1005962,Ogataea parapolymorpha,Eukaryota
2878390,,,,
2851598,,,,
2932248,,,,
2734104,Erwinia virus Derbicus,2734104,Erwinia virus Derbicus,Viruses
2734576,Salmon gillpox virus,2734576,Salmon gillpox virus,Viruses
2733604,Klebsiella virus KpV74,2733604,Klebsiella virus KpV74,Viruses
2906475,,,,
2734369,Wheat yellow striate alphanucleorhabdovirus,2734369,Wheat yellow striate alphanucleorhabdovirus,Viruses
577492,Mycolicibacter paraterrae,577492,Mycolicibacter paraterrae,Bacteria
2871175,,,,
2560751,Serratia virus BF,2560751,Serratia virus BF,Viruses
1982245,Polaribacter virus P12002L,1982245,Polaribacter virus P12002L,Viruses
2979461,,,,
2831896,,,,
2954066,,,,
2991496,,,,
2937774,,,,
2912629,,,,
2898,Cryptomonas paramecium,2898,Cryptomonas paramecium,Eukaryota
2969247,,,,
2866627,,,,
393598,Aeromonas virus phiO18P,393598,Aeromonas virus phiO18P,Viruses
2560610,Myodes narmovirus,2560610,Myodes narmovirus,Viruses
755175,Shewanella seohaensis,755175,Shewanella seohaensis,Bacteria
1982373,Roseobacter virus RDJL1,1982373,Roseobacter virus RDJL1,Viruses
1750527,Roseomonas sp. S08,1750527,Roseomonas sp. S08,Bacteria
2912855,,,,
76259,Ferribacterium limneticum,76259,Ferribacterium limneticum,Bacteria
2880221,,,,
1656159,Coxiella endosymbiont of Dermacentor marginatus,1656159,Coxiella endosymbiont of Dermacentor marginatus,Bacteria
1483681,Tortoise rafivirus A,1483681,Tortoise rafivirus A,Viruses
2170181,Dioscorea mosaic associated virus,2170181,Dioscorea mosaic associated virus,Viruses
2864208,,,,
753084,Synechococcus phage S-CBS2,753084,Synechococcus phage S-CBS2,Viruses
2962047,,,,
2934937,,,,
90410,Streptococcus virus DT1,90410,Streptococcus virus DT1,Viruses
35345,Lactococcus phage TP901-1,35345,Lactococcus phage TP901-1,Viruses
2955509,,,,
2969621,,,,
1051631,Streptococcus phage YMC-2011,1051631,Streptococcus phage YMC-2011,Viruses
2899123,,,,
1889240,Deinococcus rubellus,1889240,Deinococcus rubellus,Bacteria
1580580,Agrotis segetum nucleopolyhedrovirus B,1580580,Agrotis segetum nucleopolyhedrovirus B,Viruses
2923279,,,,
2867012,,,,
2829569,,,,
1982098,Pseudomonas virus PaMx11,1982098,Pseudomonas virus PaMx11,Viruses
2961895,,,,
2933562,,,,
53362,Dactylosporangium vinaceum,53362,Dactylosporangium vinaceum,Bacteria
1748242,Spongiibacter taiwanensis,1748242,Spongiibacter taiwanensis,Bacteria
2845422,,,,
2866570,,,,
2939494,,,,
2909587,,,,
2956048,,,,
2877940,,,,
2560569,Macacine gammaherpesvirus 10,2560569,Macacine gammaherpesvirus 10,Viruses
2704652,,,,
1981164,Escherichia virus Stx2 II,1981164,Escherichia virus Stx2 II,Viruses
1751095,Flavobacterium sp. GENT5,1751095,Flavobacterium sp. GENT5,Bacteria
2896845,,,,
2259335,,,,
101850,Thysanoplusia orichalcea nucleopolyhedrovirus,101850,Thysanoplusia orichalcea nucleopolyhedrovirus,Viruses
2829596,,,,
2560689,Pseudomonas virus pf16,2560689,Pseudomonas virus pf16,Viruses
2979324,,,,
2911526,,,,
2940302,,,,
5811,Toxoplasma gondii,5811,Toxoplasma gondii,Eukaryota
2819100,,,,
377462,Malvastrum yellow mosaic virus,377462,Malvastrum yellow mosaic virus,Viruses
2560652,Providencia virus PR1,2560652,Providencia virus PR1,Viruses
107445,Pseudomonas sp. A2,107445,Pseudomonas sp. A2,Bacteria
2853432,,,,
1675862,Diatraea saccharalis granulovirus,1675862,Diatraea saccharalis granulovirus,Viruses
2734144,Agrobacterium virus 7-7-1,2734144,Agrobacterium virus 7-7-1,Viruses
1985698,Lettuce big-vein associated varicosavirus,1985698,Lettuce big-vein associated varicosavirus,Viruses
446374,Vibrio artabrorum,446374,Vibrio artabrorum,Bacteria
2597515,Bradyrhizobium sp. SEMIA,2597515,Bradyrhizobium sp. SEMIA,Bacteria
4932,Saccharomyces cerevisiae,4932,Saccharomyces cerevisiae,Eukaryota
2955498,,,,
2913615,,,,
645292,Pseudomonas sp. T8,645292,Pseudomonas sp. T8,Bacteria
2953881,,,,
2886360,,,,
2864040,,,,
374432,Methylobacterium tardum,374432,Methylobacterium tardum,Bacteria
2865673,,,,
2949090,,,,
2560425,Enterococcus virus EfaCPT1,2560425,Enterococcus virus EfaCPT1,Viruses
2866715,,,,
2169973,Dickeya virus RC2014,2169973,Dickeya virus RC2014,Viruses
2904122,,,,
2989820,,,,
2898431,,,,
1922998,Hubei odonate virus 3,1922998,Hubei odonate virus 3,Viruses
2560307,Arthrobacteria virus Molivia,2560307,Arthrobacteria virus Molivia,Viruses
2886359,,,,
5875,Theileria parva,5875,Theileria parva,Eukaryota
2883107,,,,
2594495,,,,
2802577,,,,
2956034,,,,
200252,Deinococcus aetherius,200252,Deinococcus aetherius,Bacteria
710648,Acinetobacter sp. Tol 5,710648,Acinetobacter sp. Tol 5,Bacteria
1982288,Propionibacterium virus PHL116M00,1982288,Propionibacterium virus PHL116M00,Viruses
2898794,,,,
2779359,,,,
2509384,Spider shaspivirus,2509384,Spider shaspivirus,Viruses
2956053,,,,
2895473,,,,
2940298,,,,
1980466,Dabieshan orthohantavirus,1980466,Dabieshan orthohantavirus,Viruses
2083300,Diolcogaster facetosa bracovirus,2083300,Diolcogaster facetosa bracovirus,Viruses
2866278,,,,
2981135,,,,
2883238,,,,
181124,Marasmius oreades,181124,Marasmius oreades,Eukaryota
2845189,,,,
2956119,,,,
2016064,Leptolyngbya sp. PKUAC-SCTB231,2016064,Leptolyngbya sp. PKUAC-SCTB231,Bacteria
2845837,,,,
2745119,Hemipteran scindoambidensovirus 1,2745119,Hemipteran scindoambidensovirus 1,Viruses
155537,Microscilla sp. PRE1,155537,Microscilla sp. PRE1,Bacteria
2956146,,,,
1920761,Shigella virus Sb1,1920761,Shigella virus Sb1,Viruses
1084719,Bacillus virus G,1084719,Bacillus virus G,Viruses
2813727,,,,
2822847,,,,
2950108,,,,
2963127,,,,
2665156,Candidatus Saccharibacteria bacterium JR1,2665156,Candidatus Saccharibacteria bacterium JR1,Bacteria
2756133,,,,
345198,Invertebrate iridescent virus 22,345198,Invertebrate iridescent virus 22,Viruses
2956046,,,,
2939437,,,,
2895476,,,,
2560727,Salmonella virus Melville,2560727,Salmonella virus Melville,Viruses
2913619,,,,
92758,Mycoplasma fastidiosum,92758,Mycoplasma fastidiosum,Bacteria
28985,Kluyveromyces lactis,28985,Kluyveromyces lactis,Eukaryota
2821559,,,,
2913617,,,,
2846668,,,,
2955842,,,,
2932250,,,,
2906062,,,,
2934315,,,,
2845437,,,,
2895482,,,,
2956474,,,,
2878153,,,,
2961948,,,,
2956352,,,,
2932257,,,,
2841528,,,,
2902623,,,,
2268025,,,,
1746070,Wuhan cricket virus,1746070,Wuhan cricket virus,Viruses
2925782,,,,
29176,Neospora caninum,29176,Neospora caninum,Eukaryota
37128,Potato mop-top virus,37128,Potato mop-top virus,Viruses
2560541,Klebsiella virus K64-1,2560541,Klebsiella virus K64-1,Viruses
2937790,,,,
2896849,,,,
2850,Phaeodactylum tricornutum,2850,Phaeodactylum tricornutum,Eukaryota
2961939,,,,
2830842,,,,
2856519,,,,
10386,Gallid alphaherpesvirus 1,10386,Gallid alphaherpesvirus 1,Viruses
36363,Lymphocystis disease virus 1,36363,Lymphocystis disease virus 1,Viruses
1379040,Halobellus ramosii,1379040,Halobellus ramosii,Archaea
5127,Fusarium fujikuroi,5127,Fusarium fujikuroi,Eukaryota
2874628,,,,
5866,Babesia bigemina,5866,Babesia bigemina,Eukaryota
2973088,,,,
2935859,,,,
2924032,,,,
2501942,Gerrid arlivirus,2501942,Gerrid arlivirus,Viruses
58094,Choristoneura rosaceana nucleopolyhedrovirus,58094,Choristoneura rosaceana nucleopolyhedrovirus,Viruses
704125,Clostridium sp. C5S11,704125,Clostridium sp. C5S11,Bacteria
1985703,Lettuce yellow mottle cytorhabdovirus,1985703,Lettuce yellow mottle cytorhabdovirus,Viruses
69221,Pectobacterium cacticida,69221,Pectobacterium cacticida,Bacteria
2169882,Erwinia virus Asesino,2169882,Erwinia virus Asesino,Viruses
2946605,,,,
2984843,,,,
2901380,,,,
2845452,,,,
2932258,,,,
1008152,Haladaptatus pallidirubidus,1008152,Haladaptatus pallidirubidus,Archaea
1703338,Croceicoccus sp. Ery15,1703338,Croceicoccus sp. Ery15,Bacteria
2819101,,,,
2932255,,,,
2822846,,,,
1512278,Aglaonema bacilliform virus,1512278,Aglaonema bacilliform virus,Viruses
181762,Psilocybe cubensis,181762,Psilocybe cubensis,Eukaryota
2734088,Synechococcus virus STIM5,2734088,Synechococcus virus STIM5,Viruses
2930198,,,,
1965074,Fathead minnow nidovirus 1,1965074,Fathead minnow nidovirus 1,Viruses
2844309,,,,
2975157,,,,
2750812,,,,
2560757,Shigella virus Sf14,2560757,Shigella virus Sf14,Viruses
2991074,,,,
2704413,Lymphocystis disease virus 4,2704413,Lymphocystis disease virus 4,Viruses
265522,Hyposoter fugitivus ichnovirus,265522,Hyposoter fugitivus ichnovirus,Viruses
2986927,,,,
2843681,,,,
251749,Phaeocystis globosa virus,251749,Phaeocystis globosa virus,Viruses
2955710,,,,
2872646,,,,
1069201,Aspergillus luchuensis,1069201,Aspergillus luchuensis,Eukaryota
2056258,,,,
2986827,,,,
1609634,Eel River basin pequenovirus,1609634,Eel River basin pequenovirus,Viruses
31535,Pseudomonas virus D3,31535,Pseudomonas virus D3,Viruses
647221,Plasmodium gaboni,647221,Plasmodium gaboni,Eukaryota
2857059,,,,
1513231,Haliotid herpesvirus 1,1513231,Haliotid herpesvirus 1,Viruses
2956214,,,,
2955958,,,,
2923366,,,,
2862331,,,,
1653839,Borrelia venezuelensis,1653839,Borrelia venezuelensis,Bacteria
1047171,Zymoseptoria tritici,1047171,Zymoseptoria tritici,Eukaryota
880535,Plasmodium sp. gorilla clade G2,880535,Plasmodium sp. gorilla clade G2,Eukaryota
2169924,Escherichia virus HK633,2169924,Escherichia virus HK633,Viruses
2979869,,,,
2955907,,,,
2953986,,,,
104388,Anatid alphaherpesvirus 1,104388,Anatid alphaherpesvirus 1,Viruses
2844237,,,,
2846399,,,,
2560344,Bean necrotic mosaic orthotospovirus,2560344,Bean necrotic mosaic orthotospovirus,Viruses
2935858,,,,
1105171,Bacteroides phage B124-14,1105171,Bacteroides phage B124-14,Viruses
2879427,,,,
1985183,Bacillus virus TsarBomba,1985183,Bacillus virus TsarBomba,Viruses
2845127,,,,
2955942,,,,
1513213,Lepidopteran iteradensovirus 4,1513213,Lepidopteran iteradensovirus 4,Viruses
2956321,,,,
249151,Neodiprion lecontei nucleopolyhedrovirus,249151,Neodiprion lecontei nucleopolyhedrovirus,Viruses
2846435,,,,
2879618,,,,
2935040,,,,
1220207,Aspergillus puulaauensis,1220207,Aspergillus puulaauensis,Eukaryota
2955554,,,,
1389960,Exiguobacterium sp. S3-2,1389960,Exiguobacterium sp. S3-2,Bacteria
2830992,,,,
2282206,Bufonid herpesvirus 1,2282206,Bufonid herpesvirus 1,Viruses
2897413,,,,
2895494,,,,
673376,Clostridium phage phiCP26F,673376,Clostridium phage phiCP26F,Viruses
2734089,Pseudomonas virus PaBG,2734089,Pseudomonas virus PaBG,Viruses
2734194,Caulobacter virus CcrColossus,2734194,Caulobacter virus CcrColossus,Viruses
2592049,Pontibacter sp. XAAS-72,2592049,Pontibacter sp. XAAS-72,Bacteria
2933563,,,,
2870563,,,,
1886606,Callistephus mottle virus,1886606,Callistephus mottle virus,Viruses
2925837,,,,
1349410,Pandoravirus salinus,1349410,Pandoravirus salinus,Viruses
2986424,,,,
2933293,,,,
1873698,Pteropox virus,1873698,Pteropox virus,Viruses
2961574,,,,
1962300,Simian mastadenovirus C,1962300,Simian mastadenovirus C,Viruses
10454,Spodoptera exigua multiple nucleopolyhedrovirus,10454,Spodoptera exigua multiple nucleopolyhedrovirus,Viruses
2875962,,,,
2956343,,,,
2929481,,,,
2831673,,,,
2837956,,,,
2989769,,,,
223182,Halobacterium noricense,223182,Halobacterium noricense,Archaea
1179815,Sulfitobacter sp. DFL14,1179815,Sulfitobacter sp. DFL14,Bacteria
2986823,,,,
746128,Aspergillus fumigatus,746128,Aspergillus fumigatus,Eukaryota
1755100,Fusobacterium gastrosuis,1755100,Fusobacterium gastrosuis,Bacteria
1921706,Yersinia virus TG1,1921706,Yersinia virus TG1,Viruses
2859228,,,,
2854796,,,,
2980499,,,,
2929510,,,,
2898433,,,,
435912,Vibrio porteresiae,435912,Vibrio porteresiae,Bacteria
2927875,,,,
2874284,,,,
2810563,,,,
1513235,Cafeteria roenbergensis virus,1513235,Cafeteria roenbergensis virus,Viruses
2880933,,,,
1908341,Polaribacter litorisediminis,1908341,Polaribacter litorisediminis,Bacteria
