nid,strain_name,specie_id,specie_name,k
2560727,Salmonella virus Melville,2560727,Salmonella virus Melville,Viruses
2955423,,,,
2913995,,,,
2738142,,,,
2864217,,,,
1985340,Klebsiella virus Miro,1985340,Klebsiella virus Miro,Viruses
2835869,,,,
2937788,,,,
2993656,,,,
190061,Fowl aviadenovirus A,190061,Fowl aviadenovirus A,Viruses
1982245,Polaribacter virus P12002L,1982245,Polaribacter virus P12002L,Viruses
2734150,Faecalibacterium virus Toutatis,2734150,Faecalibacterium virus Toutatis,Viruses
2560834,Vibrio virus pTD1,2560834,Vibrio virus pTD1,Viruses
796027,Sugiyamaella lignohabitans,796027,Sugiyamaella lignohabitans,Eukaryota
262175,Plodia interpunctella granulovirus,262175,Plodia interpunctella granulovirus,Viruses
2879617,,,,
2989821,,,,
2845137,,,,
249151,Neodiprion lecontei nucleopolyhedrovirus,249151,Neodiprion lecontei nucleopolyhedrovirus,Viruses
1173297,Halocynthia phage JM-2012,1173297,Halocynthia phage JM-2012,Viruses
2875948,,,,
2819999,,,,
2986524,,,,
2914710,,,,
2898794,,,,
10506,Paramecium bursaria Chlorella virus 1,10506,Paramecium bursaria Chlorella virus 1,Viruses
2826993,,,,
2955923,,,,
2904247,,,,
2956318,,,,
2844165,,,,
198832,Vibrio pomeroyi,198832,Vibrio pomeroyi,Bacteria
1922875,Hubei diptera virus 14,1922875,Hubei diptera virus 14,Viruses
2883205,,,,
2866384,,,,
2919322,,,,
2937800,,,,
181124,Marasmius oreades,181124,Marasmius oreades,Eukaryota
2904790,,,,
55884,Enterobacteria phage SfV,55884,Enterobacteria phage SfV,Viruses
1628059,Sphingomonas sp. JE1,1628059,Sphingomonas sp. JE1,Bacteria
1692254,Lytechinus variegatus variable sea urchin associated circular virus,1692254,Lytechinus variegatus variable sea urchin associated circular virus,Viruses
11983,Norwalk virus,11983,Norwalk virus,Viruses
1932881,Pacmanvirus A23,1932881,Pacmanvirus A23,Viruses
1980926,Ralstonia virus RSF1,1980926,Ralstonia virus RSF1,Viruses
2843772,,,,
2756107,,,,
2989816,,,,
2954012,,,,
555319,Rhizobium sp. T136,555319,Rhizobium sp. T136,Bacteria
1047171,Zymoseptoria tritici,1047171,Zymoseptoria tritici,Eukaryota
208013,Agrotis ipsilon multiple nucleopolyhedrovirus,208013,Agrotis ipsilon multiple nucleopolyhedrovirus,Viruses
2968475,,,,
2742683,,,,
2896848,,,,
2955996,,,,
2897334,,,,
2918528,,,,
2908839,,,,
269145,Sulfolobus turreted icosahedral virus 1,269145,Sulfolobus turreted icosahedral virus 1,Viruses
2904246,,,,
5875,Theileria parva,5875,Theileria parva,Eukaryota
1824638,Vibrio japonicus,1824638,Vibrio japonicus,Bacteria
2734158,Erwinia virus Yoloswag,2734158,Erwinia virus Yoloswag,Viruses
2734194,Caulobacter virus CcrColossus,2734194,Caulobacter virus CcrColossus,Viruses
1653839,Borrelia venezuelensis,1653839,Borrelia venezuelensis,Bacteria
2815361,,,,
2955942,,,,
2705473,,,,
2955228,,,,
2972479,,,,
2920934,,,,
2594494,,,,
2964616,,,,
682410,Streptomyces sp. W9,682410,Streptomyces sp. W9,Bacteria
2844120,,,,
2986838,,,,
2962671,,,,
1513231,Haliotid herpesvirus 1,1513231,Haliotid herpesvirus 1,Viruses
1774216,Nocardioides rotundus,1774216,Nocardioides rotundus,Bacteria
2830999,,,,
2929491,,,,
2924031,,,,
2107709,Pandoravirus quercus,2107709,Pandoravirus quercus,Viruses
2845819,,,,
435905,Microbulbifer celer,435905,Microbulbifer celer,Bacteria
2906443,,,,
2845962,,,,
2893469,,,,
2977320,,,,
2895490,,,,
2259335,,,,
2894202,,,,
2955233,,,,
2899123,,,,
2895483,,,,
1286698,Crassaminicella profunda,1286698,Crassaminicella profunda,Bacteria
2864213,,,,
77698,Fiji disease virus,77698,Fiji disease virus,Viruses
398049,Mucilaginibacter daejeonensis,398049,Mucilaginibacter daejeonensis,Bacteria
2734044,Enterococcus virus EFP01,2734044,Enterococcus virus EFP01,Viruses
2832500,,,,
2955246,,,,
2735528,Agrobacterium sp. B7.6,2735528,Agrobacterium sp. B7.6,Bacteria
2831896,,,,
2956444,,,,
2830998,,,,
2845463,,,,
2509385,Strider striwavirus,2509385,Strider striwavirus,Viruses
381899,Paramecium bursaria Chlorella virus A1,381899,Paramecium bursaria Chlorella virus A1,Viruses
339420,Blackberry chlorotic ringspot virus,339420,Blackberry chlorotic ringspot virus,Viruses
2955429,,,,
2913616,,,,
2895796,,,,
2917991,,,,
2862945,,,,
2955555,,,,
101028,Fusarium pseudograminearum,101028,Fusarium pseudograminearum,Eukaryota
2560792,Streptomyces virus Scap1,2560792,Streptomyces virus Scap1,Viruses
64186,Streptococcus virus Sfi21,64186,Streptococcus virus Sfi21,Viruses
2956474,,,,
374432,Methylobacterium tardum,374432,Methylobacterium tardum,Bacteria
1379040,Halobellus ramosii,1379040,Halobellus ramosii,Archaea
2083176,Oxyplax ochracea nucleopolyhedrovirus,2083176,Oxyplax ochracea nucleopolyhedrovirus,Viruses
2169990,Erwinia virus Machina,2169990,Erwinia virus Machina,Viruses
2867024,,,,
2864040,,,,
5691,Trypanosoma brucei,5691,Trypanosoma brucei,Eukaryota
2798804,,,,
1918008,Bacillus virus Spock,1918008,Bacillus virus Spock,Viruses
2917691,,,,
2955554,,,,
2956637,,,,
2976431,,,,
573658,Candidatus Hodgkinia cicadicola,573658,Candidatus Hodgkinia cicadicola,Bacteria
2968500,,,,
2560592,Microbacterium virus ISF9,2560592,Microbacterium virus ISF9,Viruses
2839024,,,,
2938948,,,,
1160784,Candidatus Nasuia deltocephalinicola,1160784,Candidatus Nasuia deltocephalinicola,Bacteria
2915130,,,,
2770788,,,,
2886361,,,,
2917727,,,,
2884022,,,,
2920382,,,,
2867022,,,,
2843638,,,,
710648,Acinetobacter sp. Tol 5,710648,Acinetobacter sp. Tol 5,Bacteria
2734430,Norway ixovirus,2734430,Norway ixovirus,Viruses
588726,Kazachstania naganishii,588726,Kazachstania naganishii,Eukaryota
1921130,Listeria virus P70,1921130,Listeria virus P70,Viruses
2866627,,,,
2866211,,,,
2986927,,,,
2867004,,,,
2857059,,,,
2956054,,,,
1972625,Parry Creek hapavirus,1972625,Parry Creek hapavirus,Viruses
2734116,Synechococcus virus SSKS1,2734116,Synechococcus virus SSKS1,Viruses
2878680,,,,
491893,Abalone shriveling syndrome-associated virus,491893,Abalone shriveling syndrome-associated virus,Viruses
2923364,,,,
2864206,,,,
37128,Potato mop-top virus,37128,Potato mop-top virus,Viruses
2979464,,,,
555573,Salarchaeum japonicum,555573,Salarchaeum japonicum,Archaea
755272,Micromonas pusilla virus 12T,755272,Micromonas pusilla virus 12T,Viruses
2907624,,,,
2560569,Macacine gammaherpesvirus 10,2560569,Macacine gammaherpesvirus 10,Viruses
2035708,Cherax quadricarinatus iridovirus,2035708,Cherax quadricarinatus iridovirus,Viruses
2840467,,,,
2586965,,,,
2831673,,,,
552509,Leptopilina boulardi filamentous virus,552509,Leptopilina boulardi filamentous virus,Viruses
2867025,,,,
1987921,Candidatus Profftia lariciata,1987921,Candidatus Profftia lariciata,Bacteria
2732697,Citrobacter virus CFP1,2732697,Citrobacter virus CFP1,Viruses
2955578,,,,
2072024,Mocis latipes granulovirus,2072024,Mocis latipes granulovirus,Viruses
1980925,Ralstonia virus RSL2,1980925,Ralstonia virus RSL2,Viruses
2856823,,,,
2864207,,,,
1643512,Treponema sp. OMZ 855,1643512,Treponema sp. OMZ 855,Bacteria
2916754,,,,
1344094,Pseudomonas sp. HN11,1344094,Pseudomonas sp. HN11,Bacteria
2955383,,,,
2806347,,,,
1647476,Tsukamurella phage TPA4,1647476,Tsukamurella phage TPA4,Viruses
2897332,,,,
2954023,,,,
10401,Ictalurid herpesvirus 1,10401,Ictalurid herpesvirus 1,Viruses
2866201,,,,
2953980,,,,
12637,Dengue virus,12637,Dengue virus,Viruses
2844193,,,,
931099,Rickettsia endosymbiont of Oedothorax gibbosus,931099,Rickettsia endosymbiont of Oedothorax gibbosus,Bacteria
1785960,Ralstonia phage RSP15,1785960,Ralstonia phage RSP15,Viruses
2844119,,,,
2929799,,,,
518898,Marinobacterium sediminicola,518898,Marinobacterium sediminicola,Bacteria
1129264,Sphaerochaeta associata,1129264,Sphaerochaeta associata,Bacteria
2932244,,,,
1922246,Staphylococcus virus Sextaec,1922246,Staphylococcus virus Sextaec,Viruses
1220207,Aspergillus puulaauensis,1220207,Aspergillus puulaauensis,Eukaryota
2886375,,,,
2956691,,,,
2908646,,,,
2989820,,,,
2911538,,,,
2925837,,,,
2897333,,,,
2955557,,,,
2652803,endosymbiont of Plagiopylea sp.,2652803,endosymbiont of Plagiopylea sp.,Bacteria
2879618,,,,
2734153,Erwinia virus Wellington,2734153,Erwinia virus Wellington,Viruses
2864210,,,,
2879119,,,,
2955533,,,,
2963940,,,,
2976822,,,,
2989772,,,,
2898793,,,,
2953738,,,,
1982895,Streptomyces virus phiHau3,1982895,Streptomyces virus phiHau3,Viruses
2925838,,,,
2951804,,,,
2956650,,,,
2937286,,,,
2675331,,,,
2563664,,,,
2734134,Synechococcus virus Syn19,2734134,Synechococcus virus Syn19,Viruses
2956446,,,,
1920,Streptomyces nigrescens,1920,Streptomyces nigrescens,Bacteria
10454,Spodoptera exigua multiple nucleopolyhedrovirus,10454,Spodoptera exigua multiple nucleopolyhedrovirus,Viruses
2933562,,,,
2974552,,,,
2867264,,,,
342409,White spot syndrome virus,342409,White spot syndrome virus,Viruses
2956212,,,,
2904252,,,,
2867014,,,,
2994078,,,,
2864204,,,,
2955343,,,,
2897774,,,,
2560554,Listeria virus LMSP25,2560554,Listeria virus LMSP25,Viruses
2734085,Synechococcus virus AC2014fSyn7803C8,2734085,Synechococcus virus AC2014fSyn7803C8,Viruses
2953657,,,,
129728,Parapoxvirus of red deer in New Zealand,129728,Parapoxvirus of red deer in New Zealand,Viruses
2874282,,,,
1660079,Campylobacter sp. RM12651,1660079,Campylobacter sp. RM12651,Bacteria
2909249,,,,
2845837,,,,
2909672,,,,
2909587,,,,
2801918,,,,
2560706,Rhodococcus virus Weasel,2560706,Rhodococcus virus Weasel,Viruses
2745561,,,,
2898151,,,,
2991053,,,,
2933563,,,,
2861782,,,,
2963127,,,,
2925842,,,,
2955741,,,,
2565531,Psychrobacter sp. PraFG1,2565531,Psychrobacter sp. PraFG1,Bacteria
2844233,,,,
2870563,,,,
2907623,,,,
2870839,,,,
1982288,Propionibacterium virus PHL116M00,1982288,Propionibacterium virus PHL116M00,Viruses
2530023,Pseudomonas phage Psa21,2530023,Pseudomonas phage Psa21,Viruses
2940299,,,,
2976533,,,,
1177216,Candidatus Profftia tarda,1177216,Candidatus Profftia tarda,Bacteria
2801030,,,,
2885633,,,,
1701090,Gordonia hongkongensis,1701090,Gordonia hongkongensis,Bacteria
48254,Torulaspora globosa,48254,Torulaspora globosa,Eukaryota
657335,Rahnella sp. WMR114,657335,Rahnella sp. WMR114,Bacteria
2986827,,,,
2845756,,,,
2880221,,,,
2734237,Gordonia virus GodonK,2734237,Gordonia virus GodonK,Viruses
1255301,Tunisvirus,1255301,Tunisvirus,Viruses
745774,Bacillus sp. K1,745774,Bacillus sp. K1,Bacteria
1763998,Rheinheimera sp. F8,1763998,Rheinheimera sp. F8,Bacteria
2843793,,,,
2895472,,,,
2846182,,,,
1659192,Treponema sp. OMZ 305,1659192,Treponema sp. OMZ 305,Bacteria
278860,Vibrio neonatus,278860,Vibrio neonatus,Bacteria
2865839,,,,
1636200,Pseudoalteromonas phage H103,1636200,Pseudoalteromonas phage H103,Viruses
2560783,Strepomyces virus Drgrey,2560783,Strepomyces virus Drgrey,Viruses
1993630,Adoxophyes honmai entomopoxvirus,1993630,Adoxophyes honmai entomopoxvirus,Viruses
2961574,,,,
754058,Vibrio phage PWH3a-P1,754058,Vibrio phage PWH3a-P1,Viruses
1563703,Agarivorans aestuarii,1563703,Agarivorans aestuarii,Bacteria
2770786,,,,
399176,Sphingomonas sp. R1,399176,Sphingomonas sp. R1,Bacteria
253700,Schlumbergera virus X,253700,Schlumbergera virus X,Viruses
2819098,,,,
2202721,Zhouia spongiae,2202721,Zhouia spongiae,Bacteria
2734292,Microbacterium virus Zeta1847,2734292,Microbacterium virus Zeta1847,Viruses
2930198,,,,
2912629,,,,
2761539,Vibrio virus 2019VC1,2761539,Vibrio virus 2019VC1,Viruses
2983842,,,,
2876939,,,,
2845934,,,,
764562,Brochothrix phage BL3,764562,Brochothrix phage BL3,Viruses
2913615,,,,
47985,Grapevine leafroll-associated virus 1,47985,Grapevine leafroll-associated virus 1,Viruses
273371,Candida orthopsilosis,273371,Candida orthopsilosis,Eukaryota
2560570,Macacine gammaherpesvirus 11,2560570,Macacine gammaherpesvirus 11,Viruses
1675862,Diatraea saccharalis granulovirus,1675862,Diatraea saccharalis granulovirus,Viruses
2953974,,,,
2812896,,,,
112227,Cactus virus X,112227,Cactus virus X,Viruses
2867233,,,,
220622,Sulfurospirillum sp. JPD-1,220622,Sulfurospirillum sp. JPD-1,Bacteria
107445,Pseudomonas sp. A2,107445,Pseudomonas sp. A2,Bacteria
5858,Plasmodium malariae,5858,Plasmodium malariae,Eukaryota
2956204,,,,
2923088,,,,
35319,Tete orthobunyavirus,35319,Tete orthobunyavirus,Viruses
464988,Hemiselmis andersenii,464988,Hemiselmis andersenii,Eukaryota
78579,Thermothelomyces thermophilus,78579,Thermothelomyces thermophilus,Eukaryota
2956300,,,,
2992243,,,,
2734205,Lactobacillus virus Lenus,2734205,Lactobacillus virus Lenus,Viruses
1234881,Dragonfly associated cyclovirus 3,1234881,Dragonfly associated cyclovirus 3,Viruses
2699396,,,,
699370,Thermus phage TMA,699370,Thermus phage TMA,Viruses
1567012,Clostridium phage phiCT453A,1567012,Clostridium phage phiCT453A,Viruses
2895482,,,,
2956048,,,,
1513235,Cafeteria roenbergensis virus,1513235,Cafeteria roenbergensis virus,Viruses
2940300,,,,
2845079,,,,
2734120,,,,
2924034,,,,
2759528,Chryseobacterium sp. DH-B6,2759528,Chryseobacterium sp. DH-B6,Bacteria
456999,Rhizoctonia solani,456999,Rhizoctonia solani,Eukaryota
322019,Acanthocystis turfacea chlorella virus 1,322019,Acanthocystis turfacea chlorella virus 1,Viruses
2899220,,,,
5518,Fusarium graminearum,5518,Fusarium graminearum,Eukaryota
2955956,,,,
2956668,,,,
2759692,Streptococcus sp. Marseille-Q3533,2759692,Streptococcus sp. Marseille-Q3533,Bacteria
2020716,Paenibacillus konkukensis,2020716,Paenibacillus konkukensis,Bacteria
2880933,,,,
462710,Microbacterium binotii,462710,Microbacterium binotii,Bacteria
2969620,,,,
2950108,,,,
76775,Malassezia restricta,76775,Malassezia restricta,Eukaryota
2734572,Western kangaroopox virus,2734572,Western kangaroopox virus,Viruses
2853257,,,,
2942480,,,,
1042133,Fusarium musae,1042133,Fusarium musae,Eukaryota
2986919,,,,
2955512,,,,
86173,Microbulbifer elongatus,86173,Microbulbifer elongatus,Bacteria
2956343,,,,
2973976,,,,
2560330,Bacillus virus Evoli,2560330,Bacillus virus Evoli,Viruses
2956711,,,,
2608402,Cellulomonas sp. EW123,2608402,Cellulomonas sp. EW123,Bacteria
1921706,Yersinia virus TG1,1921706,Yersinia virus TG1,Viruses
2955562,,,,
1873698,Pteropox virus,1873698,Pteropox virus,Viruses
481315,Leporid alphaherpesvirus 4,481315,Leporid alphaherpesvirus 4,Viruses
2986835,,,,
10271,Rabbit fibroma virus,10271,Rabbit fibroma virus,Viruses
2831891,,,,
1436084,Streptomyces sp. F12,1436084,Streptomyces sp. F12,Bacteria
2953984,,,,
475937,Rhodopseudomonas boonkerdii,475937,Rhodopseudomonas boonkerdii,Bacteria
2855434,,,,
1069201,Aspergillus luchuensis,1069201,Aspergillus luchuensis,Eukaryota
1302376,Candidatus Pseudomonas adelgestsugas,1302376,Candidatus Pseudomonas adelgestsugas,Bacteria
1247115,Diuris virus A,1247115,Diuris virus A,Viruses
1636182,Sinorhizobium phage phiM9,1636182,Sinorhizobium phage phiM9,Viruses
2560671,Pseudomonas virus Noxifer,2560671,Pseudomonas virus Noxifer,Viruses
2954064,,,,
2929489,,,,
2782006,,,,
317660,Streptomyces sp. F2,317660,Streptomyces sp. F2,Bacteria
2740837,,,,
2903901,,,,
2955579,,,,
2734088,Synechococcus virus STIM5,2734088,Synechococcus virus STIM5,Viruses
346881,Acidianus filamentous virus 3,346881,Acidianus filamentous virus 3,Viruses
2819096,,,,
2864203,,,,
2653189,Chroococcidiopsis sp. CCNUC1,2653189,Chroococcidiopsis sp. CCNUC1,Bacteria
2843630,,,,
2942909,,,,
251749,Phaeocystis globosa virus,251749,Phaeocystis globosa virus,Viruses
2955701,,,,
12345,Bacillus virus GA1,12345,Bacillus virus GA1,Viruses
2950245,,,,
2925845,,,,
10683,Bacillus virus PBS1,10683,Bacillus virus PBS1,Viruses
296544,Sphingomonas bisphenolicum,296544,Sphingomonas bisphenolicum,Bacteria
2955860,,,,
2953986,,,,
2956426,,,,
1972685,Coot Bay almendravirus,1972685,Coot Bay almendravirus,Viruses
326454,Burkholderia sp. M701,326454,Burkholderia sp. M701,Bacteria
2878153,,,,
1871076,Flavobacterium sp. IGB 4-14,1871076,Flavobacterium sp. IGB 4-14,Bacteria
573171,Vibrio phage douglas 12A4,573171,Vibrio phage douglas 12A4,Viruses
2986922,,,,
2931977,,,,
2956068,,,,
2935861,,,,
2843695,,,,
2961520,,,,
2955560,,,,
2969672,,,,
2861802,,,,
2864209,,,,
2734254,Microbacterium virus Metamorphoo,2734254,Microbacterium virus Metamorphoo,Viruses
1914020,Vibrio virus nt1,1914020,Vibrio virus nt1,Viruses
2665156,Candidatus Saccharibacteria bacterium JR1,2665156,Candidatus Saccharibacteria bacterium JR1,Bacteria
1981026,Escherichia virus YD2008s,1981026,Escherichia virus YD2008s,Viruses
2872646,,,,
2846180,,,,
2953753,,,,
99179,Bacteroides phage B40-8,99179,Bacteroides phage B40-8,Viruses
1562066,Norway rat pestivirus,1562066,Norway rat pestivirus,Viruses
5868,Babesia microti,5868,Babesia microti,Eukaryota
1920763,Pseudomonas virus LIT1,1920763,Pseudomonas virus LIT1,Viruses
2878545,,,,
2320870,Platycodon mild mottle virus,2320870,Platycodon mild mottle virus,Viruses
5059,Aspergillus flavus,5059,Aspergillus flavus,Eukaryota
2943192,,,,
2955711,,,,
2875539,,,,
1550733,Aquisediminimonas profunda,1550733,Aquisediminimonas profunda,Bacteria
2802975,,,,
2955738,,,,
318829,Pyricularia oryzae,318829,Pyricularia oryzae,Eukaryota
2870860,,,,
2845109,,,,
285013,Sulfolobus virus STSV1,285013,Sulfolobus virus STSV1,Viruses
28425,Plasmid pWP113a,28425,Plasmid pWP113a,
2992140,,,,
2169882,Erwinia virus Asesino,2169882,Erwinia virus Asesino,Viruses
1229325,Niminivirus,1229325,Niminivirus,Viruses
2560545,Klebsiella virus RaK2,2560545,Klebsiella virus RaK2,Viruses
344163,Microbacterium terricola,344163,Microbacterium terricola,Bacteria
2895522,,,,
2866381,,,,
2734576,Salmon gillpox virus,2734576,Salmon gillpox virus,Viruses
2955510,,,,
2932248,,,,
46021,Paramecium bursaria Chlorella virus NY2A,46021,Paramecium bursaria Chlorella virus NY2A,Viruses
2733367,Yersinia virus ISAO8,2733367,Yersinia virus ISAO8,Viruses
2972485,,,,
2961599,,,,
2749432,,,,
2911495,,,,
2867026,,,,
2976236,,,,
2845649,,,,
2920387,,,,
2828862,,,,
571949,Encephalitozoon romaleae,571949,Encephalitozoon romaleae,Eukaryota
2962672,,,,
2825844,,,,
2916633,,,,
282263,Wolbachia endosymbiont of Drosophila innubila,282263,Wolbachia endosymbiont of Drosophila innubila,Bacteria
98403,Drechmeria coniospora,98403,Drechmeria coniospora,Eukaryota
2560628,Pectinobacterium virus CBB,2560628,Pectinobacterium virus CBB,Viruses
2845142,,,,
2884875,,,,
2734051,Lactobacillus virus Lpa804,2734051,Lactobacillus virus Lpa804,Viruses
2846052,,,,
2869555,,,,
2914159,,,,
2956470,,,,
2954053,,,,
1328770,Vibrio cortegadensis,1328770,Vibrio cortegadensis,Bacteria
1923121,Hubei picorna-like virus 40,1923121,Hubei picorna-like virus 40,Viruses
2712024,,,,
2956268,,,,
2906474,,,,
2867410,,,,
984207,Sphaerospermopsis torques-reginae,984207,Sphaerospermopsis torques-reginae,Bacteria
130308,Human mastadenovirus E,130308,Human mastadenovirus E,Viruses
753084,Synechococcus phage S-CBS2,753084,Synechococcus phage S-CBS2,Viruses
2850559,,,,
2916755,,,,
2850494,,,,
1521117,Corallococcus sp. EGB,1521117,Corallococcus sp. EGB,Bacteria
1982918,Mycobacterium virus Pipefish,1982918,Mycobacterium virus Pipefish,Viruses
186171,Mulberry dwarf phytoplasma,186171,Mulberry dwarf phytoplasma,Bacteria
2560700,Ralstonia virus RP12,2560700,Ralstonia virus RP12,Viruses
2984842,,,,
671077,Caldinitratiruptor microaerophilus,671077,Caldinitratiruptor microaerophilus,Bacteria
2847045,,,,
2979331,,,,
2844109,,,,
2892996,,,,
2961596,,,,
566270,Spodoptera litura nucleopolyhedrovirus II,566270,Spodoptera litura nucleopolyhedrovirus II,Viruses
2903900,,,,
2528593,Zhaonella formicivorans,2528593,Zhaonella formicivorans,Bacteria
2016064,Leptolyngbya sp. PKUAC-SCTB231,2016064,Leptolyngbya sp. PKUAC-SCTB231,Bacteria
644007,Streptococcus phage PH10,644007,Streptococcus phage PH10,Viruses
2830992,,,,
1548602,Nesterenkonia pannonica,1548602,Nesterenkonia pannonica,Bacteria
1921713,Bacillus virus Stills,1921713,Bacillus virus Stills,Viruses
2843629,,,,
2873269,,,,
2806609,,,,
2850561,,,,
671053,Thalassolituus marinus,671053,Thalassolituus marinus,Bacteria
2954016,,,,
1312364,Brevundimonas albigilva,1312364,Brevundimonas albigilva,Bacteria
148305,Pyricularia grisea,148305,Pyricularia grisea,Eukaryota
68886,Theileria orientalis,68886,Theileria orientalis,Eukaryota
2917790,,,,
2956797,,,,
2956699,,,,
1081631,Candidatus Schneideria nysicola,1081631,Candidatus Schneideria nysicola,Bacteria
2861288,,,,
114883,Mycoplasma equigenitalium,114883,Mycoplasma equigenitalium,Bacteria
51364,Mycoplasma cottewii,51364,Mycoplasma cottewii,Bacteria
1329402,Eptesipox virus,1329402,Eptesipox virus,Viruses
2952228,,,,
1914895,Cronobacter virus GAP31,1914895,Cronobacter virus GAP31,Viruses
424188,Streptomyces deccanensis,424188,Streptomyces deccanensis,Bacteria
1548417,Pigeon aviadenovirus A,1548417,Pigeon aviadenovirus A,Viruses
2904523,,,,
2955998,,,,
2107708,Pandoravirus neocaledonia,2107708,Pandoravirus neocaledonia,Viruses
35128,Thalassiosira pseudonana,35128,Thalassiosira pseudonana,Eukaryota
2963432,,,,
311808,Arthrobacter sp. 68b,311808,Arthrobacter sp. 68b,Bacteria
2878391,,,,
2986834,,,,
1922247,Staphylococcus virus SEP9,1922247,Staphylococcus virus SEP9,Viruses
44689,Dictyostelium discoideum,44689,Dictyostelium discoideum,Eukaryota
2770776,,,,
2070759,Bacillus sp. MBGLi79,2070759,Bacillus sp. MBGLi79,Bacteria
2782609,,,,
2845654,,,,
2970925,,,,
1207438,Chrysodeixis includens nucleopolyhedrovirus,1207438,Chrysodeixis includens nucleopolyhedrovirus,Viruses
2831894,,,,
2963105,,,,
1076626,Candidatus Steffania adelgidicola,1076626,Candidatus Steffania adelgidicola,Bacteria
700220,Blochmannia endosymbiont of Camponotus sp.,700220,Blochmannia endosymbiont of Camponotus sp.,Bacteria
2861283,,,,
2956076,,,,
2855836,,,,
1981167,Escherichia virus 191,1981167,Escherichia virus 191,Viruses
2746225,,,,
2779671,,,,
2845126,,,,
2789210,,,,
1585246,Diachasmimorpha longicaudata rhabdovirus,1585246,Diachasmimorpha longicaudata rhabdovirus,Viruses
460519,Komagataella phaffii,460519,Komagataella phaffii,Eukaryota
2810562,,,,
2861285,,,,
2563669,,,,
28985,Kluyveromyces lactis,28985,Kluyveromyces lactis,Eukaryota
2918299,,,,
1150991,Sphingomonas phage PAU,1150991,Sphingomonas phage PAU,Viruses
2932254,,,,
2834459,,,,
1826170,Tokyovirus A1,1826170,Tokyovirus A1,Viruses
2843897,,,,
2830997,,,,
2775404,,,,
2925844,,,,
880535,Plasmodium sp. gorilla clade G2,880535,Plasmodium sp. gorilla clade G2,Eukaryota
2813371,,,,
1660063,Campylobacter sp. RM16187,1660063,Campylobacter sp. RM16187,Bacteria
2843649,,,,
2806348,,,,
2051906,Exiguobacterium sp. N4-1P,2051906,Exiguobacterium sp. N4-1P,Bacteria
33914,Saccharopolyspora gregorii,33914,Saccharopolyspora gregorii,Bacteria
1552990,Halobacteriaceae archaeon LT55,1552990,Halobacteriaceae archaeon LT55,Archaea
1177211,Candidatus Vallotia cooleyia,1177211,Candidatus Vallotia cooleyia,Bacteria
2866715,,,,
1179664,Mythimna separata entomopoxvirus,1179664,Mythimna separata entomopoxvirus,Viruses
2170181,Dioscorea mosaic associated virus,2170181,Dioscorea mosaic associated virus,Viruses
466051,Thermus virus P23-45,466051,Thermus virus P23-45,Viruses
2961531,,,,
2920386,,,,
2879939,,,,
2854796,,,,
2939414,,,,
2956015,,,,
2884220,,,,
1720526,Golden Marseillevirus,1720526,Golden Marseillevirus,Viruses
1857890,Staphylococcus virus Remus,1857890,Staphylococcus virus Remus,Viruses
5874,Theileria annulata,5874,Theileria annulata,Eukaryota
405041,Streptomyces sp. HK1,405041,Streptomyces sp. HK1,Bacteria
2865673,,,,
2964669,,,,
2949093,,,,
2955712,,,,
2923363,,,,
2734244,Eggerthella virus PMBT5,2734244,Eggerthella virus PMBT5,Viruses
2866588,,,,
33865,Methanoplanus endosymbiosus,33865,Methanoplanus endosymbiosus,Archaea
2955358,,,,
1578925,Pyricularia pennisetigena,1578925,Pyricularia pennisetigena,Eukaryota
2899122,,,,
2918526,,,,
1980959,Escherichia virus JSE,1980959,Escherichia virus JSE,Viruses
2778902,,,,
2864102,,,,
2953749,,,,
2823905,,,,
2779359,,,,
1987942,Escherichia virus SU10,1987942,Escherichia virus SU10,Viruses
2895475,,,,
2895568,,,,
2961939,,,,
2039234,Halobacterium litoreum,2039234,Halobacterium litoreum,Archaea
659012,Agromyces soli,659012,Agromyces soli,Bacteria
1017351,Halobaculum magnesiiphilum,1017351,Halobaculum magnesiiphilum,Archaea
2880008,,,,
2955509,,,,
72750,Beet pseudoyellows virus,72750,Beet pseudoyellows virus,Viruses
338645,Candidatus Contubernalis alkalaceticum,338645,Candidatus Contubernalis alkalaceticum,Bacteria
2987689,,,,
2955559,,,,
2893889,,,,
2901381,,,,
2864202,,,,
2560406,Delftia virus PhiW14,2560406,Delftia virus PhiW14,Viruses
2966554,,,,
1389020,Agromyces marinus,1389020,Agromyces marinus,Bacteria
1172985,Mogiana tick virus,1172985,Mogiana tick virus,Viruses
2956119,,,,
4952,Yarrowia lipolytica,4952,Yarrowia lipolytica,Eukaryota
2560337,Bacillus virus Shbh1,2560337,Bacillus virus Shbh1,Viruses
2169922,Escherichia virus HK542,2169922,Escherichia virus HK542,Viruses
2681265,,,,
2830667,,,,
2560261,Acidovorax virus ACP17,2560261,Acidovorax virus ACP17,Viruses
2981137,,,,
2954014,,,,
1435008,Citrus endogenous pararetrovirus,1435008,Citrus endogenous pararetrovirus,Viruses
2884263,,,,
1608255,Suid betaherpesvirus 2,1608255,Suid betaherpesvirus 2,Viruses
2974039,,,,
240426,Squirrelpox virus,240426,Squirrelpox virus,Viruses
2956255,,,,
2956321,,,,
129956,Murine mastadenovirus A,129956,Murine mastadenovirus A,Viruses
2770772,,,,
10664,Enterobacteria phage T2,10664,Enterobacteria phage T2,Viruses
2981136,,,,
