e_id,e_name
1.3.1.29,"cis-1,2-dihydro-1,2-dihydroxynaphthalene dehydrogenase"
1.3.1.31,2-enoate reductase
1.3.1.32,maleylacetate reductase
1.3.1.33,protochlorophyllide reductase
1.3.1.34,"2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]"
1.3.1.43,arogenate dehydrogenase
1.3.1.44,trans-2-enoyl-CoA reductase (NAD+)
1.3.1.45,2'-hydroxyisoflavone reductase
1.3.1.48,"13,14-dehydro-15-oxoprostaglandin 13-reductase"
1.3.1.53,"(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate dehydrogenase"
1.3.1.54,precorrin-6A reductase
1.3.1.60,dibenzothiophene dihydrodiol dehydrogenase
1.3.1.64,"phthalate 4,5-cis-dihydrodiol dehydrogenase"
1.3.1.71,DELTA24(241)-sterol reductase
1.3.1.72,DELTA24-sterol reductase
1.3.1.74,2-alkenal reductase [NAD(P)+]
1.3.1.76,precorrin-2 dehydrogenase
1.3.1.78,arogenate dehydrogenase (NADP+)
1.3.1.83,geranylgeranyl diphosphate reductase
1.3.1.84,acrylyl-CoA reductase (NADPH)
1.3.1.85,crotonyl-CoA carboxylase/reductase
1.3.1.86,crotonyl-CoA reductase
1.3.1.87,"3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase"
1.3.1.88,tRNA-dihydrouridine16/17 synthase [NAD(P)+]
1.3.1.89,tRNA-dihydrouridine47 synthase [NAD(P)+]
1.3.1.9,enoyl-[acyl-carrier-protein] reductase (NADH)
1.3.1.98,UDP-N-acetylmuramate dehydrogenase
1.3.3.11,pyrroloquinoline-quinone synthase
1.3.3.15,coproporphyrinogen III oxidase (coproporphyrin-forming)
1.3.3.3,coproporphyrinogen oxidase
1.3.3.4,protoporphyrinogen oxidase
1.3.3.5,bilirubin oxidase
1.3.3.6,acyl-CoA oxidase
1.3.4.1,fumarate reductase (CoM/CoB)
1.3.5.1,succinate dehydrogenase
1.3.5.2,dihydroorotate dehydrogenase (quinone)
1.3.5.3,protoporphyrinogen IX dehydrogenase (quinone)
1.3.5.4,fumarate reductase (quinol)
1.3.5.5,15-cis-phytoene desaturase
1.3.7.1,6-hydroxynicotinate reductase
1.3.7.11,"2,3-bis-O-geranylgeranyl-sn-glycero-phospholipid reductase"
1.3.7.13,"3,8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)"
1.3.7.14,"3,8-divinyl chlorophyllide a reductase"
1.3.7.15,chlorophyllide a reductase
1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
1.3.7.8,benzoyl-CoA reductase
1.3.8.1,short-chain acyl-CoA dehydrogenase
1.3.8.12,(2S)-methylsuccinyl-CoA dehydrogenase
1.3.8.13,crotonobetainyl-CoA reductase
1.3.8.14,L-prolyl-[peptidyl-carrier protein] dehydrogenase
1.3.8.2,"4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)"
1.3.8.4,isovaleryl-CoA dehydrogenase
1.3.8.5,short-chain 2-methylacyl-CoA dehydrogenase
1.3.8.6,glutaryl-CoA dehydrogenase (ETF)
1.3.8.7,medium-chain acyl-CoA dehydrogenase
1.3.8.8,long-chain acyl-CoA dehydrogenase
1.3.98.1,dihydroorotate dehydrogenase (fumarate)
1.3.98.3,coproporphyrinogen dehydrogenase
1.3.99.16,Isoquinoline 1-oxidoreductase
1.3.99.23,"all-trans-retinol 13,14-reductase"
1.3.99.26,all-trans-zeta-carotene desaturase
1.3.99.28,phytoene desaturase (neurosporene-forming)
1.3.99.29,phytoene desaturase (zeta-carotene-forming)
1.3.99.31,phytoene desaturase (lycopene-forming)
1.3.99.32,glutaryl-CoA dehydrogenase (acceptor)
1.3.99.33,urocanate reductase
1.3.99.38,menaquinone-9 beta-reductase
1.3.99.4,3-oxosteroid 1-dehydrogenase
1.3.99.5,3-oxo-5alpha-steroid 4-dehydrogenase (acceptor)
1.3.99.8,2-furoyl-CoA dehydrogenase
1.4.1.1,alanine dehydrogenase
1.4.1.11,"L-erythro-3,5-diaminohexanoate dehydrogenase"
1.4.1.12,"2,4-diaminopentanoate dehydrogenase"
1.4.1.13,glutamate synthase (NADPH)
1.4.1.14,glutamate synthase (NADH)
1.4.1.16,diaminopimelate dehydrogenase
1.4.1.18,lysine 6-dehydrogenase
1.4.1.2,glutamate dehydrogenase
1.4.1.20,phenylalanine dehydrogenase
1.4.1.21,aspartate dehydrogenase
1.4.1.23,valine dehydrogenase (NAD+)
1.4.1.24,3-dehydroquinate synthase II
1.4.1.25,L-arginine dehydrogenase
1.4.1.26,"2,4-diaminopentanoate dehydrogenase (NAD+)"
1.4.1.3,glutamate dehydrogenase [NAD(P)+]
1.4.1.4,glutamate dehydrogenase (NADP+)
1.4.1.9,leucine dehydrogenase
1.4.3.10,putrescine oxidase
1.4.3.16,L-aspartate oxidase
1.4.3.19,glycine oxidase
1.4.3.21,primary-amine oxidase
1.4.3.3,D-amino-acid oxidase
1.4.3.4,monoamine oxidase
1.4.3.5,pyridoxal 5'-phosphate synthase
1.4.4.2,glycine dehydrogenase (aminomethyl-transferring)
1.4.5.1,D-amino acid dehydrogenase (quinone)
1.4.7.1,glutamate synthase (ferredoxin)
1.4.9.1,methylamine dehydrogenase (amicyanin)
1.4.9.2,aralkylamine dehydrogenase (azurin)
1.4.99.5,glycine dehydrogenase (cyanide-forming)
1.4.99.6,D-arginine dehydrogenase
1.5.1.1,1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H]
1.5.1.10,"saccharopine dehydrogenase (NADP+, L-glutamate-forming)"
1.5.1.2,pyrroline-5-carboxylate reductase
1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H]
1.5.1.21,1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase (NADPH)
1.5.1.24,N5-(carboxyethyl)ornithine synthase
1.5.1.28,Opine dehydrogenase
1.5.1.3,dihydrofolate reductase
1.5.1.33,pteridine reductase
1.5.1.34,"6,7-dihydropteridine reductase"
1.5.1.36,flavin reductase (NADH)
1.5.1.38,FMN reductase (NADPH)
1.5.1.39,FMN reductase [NAD(P)H]
1.5.1.40,8-hydroxy-5-deazaflavin:NADPH oxidoreductase
1.5.1.41,riboflavin reductase [NAD(P)H]
1.5.1.43,carboxynorspermidine synthase
1.5.1.45,FAD reductase [NAD(P)H]
1.5.1.47,dihydromethanopterin reductase [NAD(P)+]
1.5.1.49,1-pyrroline-2-carboxylate reductase [NAD(P)H]
1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+)
1.5.1.50,dihydromonapterin reductase
1.5.1.51,N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase
1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)"
1.5.3.1,sarcosine oxidase
1.5.3.19,4-methylaminobutanoate oxidase (formaldehyde-forming)
1.5.3.22,coenzyme F420H2 oxidase
1.5.3.7,L-pipecolate oxidase
1.5.5.1,electron-transferring-flavoprotein dehydrogenase
1.5.5.2,proline dehydrogenase
1.5.8.1,dimethylamine dehydrogenase
1.5.8.2,trimethylamine dehydrogenase
1.5.8.3,sarcosine dehydrogenase
1.5.8.4,dimethylglycine dehydrogenase
1.5.98.1,methylenetetrahydromethanopterin dehydrogenase
1.5.98.2,"5,10-methylenetetrahydromethanopterin reductase"
1.5.98.3,coenzyme F420:methanophenazine dehydrogenase
1.5.99.14,6-hydroxypseudooxynicotine dehydrogenase
1.5.99.15,dihydromethanopterin reductase (acceptor)
1.5.99.4,nicotine dehydrogenase
1.5.99.5,methylglutamate dehydrogenase
1.5.99.6,spermidine dehydrogenase
1.6.1.1,NAD(P)+ transhydrogenase (Si-specific)
1.6.1.2,NAD(P)+ transhydrogenase (Re/Si-specific)
1.6.2.2,cytochrome-b5 reductase
1.6.2.4,NADPH-hemoprotein reductase
1.6.3.3,NADH oxidase (H2O2-forming)
1.6.3.4,NADH oxidase (H2O-forming)
1.6.5.2,NAD(P)H dehydrogenase (quinone)
1.6.5.5,NADPH:quinone reductase
1.6.5.9,NADH:quinone reductase (non-electrogenic)
1.6.99.1,NADPH dehydrogenase
1.7.1.13,preQ1 synthase
1.7.1.15,nitrite reductase (NADH)
1.7.1.4,nitrite reductase [NAD(P)H]
1.7.1.6,azobenzene reductase
1.7.1.7,GMP reductase
1.7.2.1,nitrite reductase (NO-forming)
1.7.2.2,nitrite reductase (cytochrome; ammonia-forming)
1.7.2.3,trimethylamine-N-oxide reductase
1.7.2.4,nitrous-oxide reductase
1.7.2.5,nitric oxide reductase (cytochrome c)
1.7.2.6,hydroxylamine dehydrogenase
1.7.3.3,factor-independent urate hydroxylase
1.7.5.1,nitrate reductase (quinone)
1.7.7.1,ferredoxin-nitrite reductase
1.7.7.2,ferredoxin-nitrate reductase
1.7.99.1,hydroxylamine reductase
1.8.1.14,CoA-disulfide reductase
1.8.1.15,mycothione reductase
1.8.1.2,assimilatory sulfite reductase (NADPH)
1.8.1.20,"4,4'-dithiodibutanoate disulfide reductase"
1.8.1.4,dihydrolipoyl dehydrogenase
1.8.1.5,2-oxopropyl-CoM reductase (carboxylating)
1.8.1.7,glutathione-disulfide reductase
1.8.1.8,protein-disulfide reductase
1.8.1.9,thioredoxin-disulfide reductase
1.8.2.1,sulfite dehydrogenase (cytochrome)
1.8.2.2,thiosulfate dehydrogenase
1.8.2.3,sulfide-cytochrome-c reductase (flavocytochrome c)
1.8.3.1,sulfite oxidase
1.8.4.10,adenylyl-sulfate reductase (thioredoxin)
1.8.4.11,peptide-methionine (S)-S-oxide reductase
1.8.4.12,peptide-methionine (R)-S-oxide reductase
1.8.4.14,L-methionine (R)-S-oxide reductase
1.8.4.8,phosphoadenylyl-sulfate reductase (thioredoxin)
1.8.5.2,thiosulfate dehydrogenase (quinone)
1.8.5.3,respiratory dimethylsulfoxide reductase
1.8.5.4,bacterial sulfide:quinone reductase
1.8.5.5,thiosulfate reductase (quinone)
1.8.5.6,sulfite dehydrogenase (quinone)
1.8.5.7,glutathionyl-hydroquinone reductase
1.8.7.1,assimilatory sulfite reductase (ferredoxin)
1.8.7.3,ferredoxin:CoB-CoM heterodisulfide reductase
1.8.98.1,dihydromethanophenazine:CoB-CoM heterodisulfide reductase
1.8.98.3,sulfite reductase (coenzyme F420)
1.8.98.4,"coenzyme F420:CoB-CoM heterodisulfide,ferredoxin reductase"
1.8.98.5,"H2:CoB-CoM heterodisulfide,ferredoxin reductase"
1.8.98.6,"formate:CoB-CoM heterodisulfide,ferredoxin reductase"
1.8.99.2,adenylyl-sulfate reductase
1.8.99.5,dissimilatory sulfite reductase
1.97.1.4,[formate-C-acetyltransferase]-activating enzyme
1.97.1.9,selenate reductase
2.1.1.10,homocysteine S-methyltransferase
2.1.1.101,macrocin O-methyltransferase
2.1.1.103,phosphoethanolamine N-methyltransferase
2.1.1.104,caffeoyl-CoA O-methyltransferase
2.1.1.107,uroporphyrinogen-III C-methyltransferase
2.1.1.11,magnesium protoporphyrin IX methyltransferase
2.1.1.113,site-specific DNA-methyltransferase (cytosine-N4-specific)
2.1.1.114,polyprenyldihydroxybenzoate methyltransferase
2.1.1.13,methionine synthase
2.1.1.130,precorrin-2 C20-methyltransferase
2.1.1.131,precorrin-3B C17-methyltransferase
2.1.1.132,"precorrin-6B C5,15-methyltransferase (decarboxylating)"
2.1.1.133,precorrin-4 C11-methyltransferase
2.1.1.137,arsenite methyltransferase
2.1.1.14,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase
2.1.1.144,trans-aconitate 2-methyltransferase
2.1.1.148,thymidylate synthase (FAD)
2.1.1.151,cobalt-factor II C20-methyltransferase
2.1.1.152,precorrin-6A synthase (deacetylating)
2.1.1.156,glycine/sarcosine N-methyltransferase
2.1.1.157,sarcosine/dimethylglycine N-methyltransferase
2.1.1.163,demethylmenaquinone methyltransferase
2.1.1.166,23S rRNA (uridine2552-2'-O)-methyltransferase
2.1.1.17,phosphatidylethanolamine N-methyltransferase
2.1.1.170,16S rRNA (guanine527-N7)-methyltransferase
2.1.1.171,16S rRNA (guanine966-N2)-methyltransferase
2.1.1.172,16S rRNA (guanine1207-N2)-methyltransferase
2.1.1.173,23S rRNA (guanine2445-N2)-methyltransferase
2.1.1.174,23S rRNA (guanine1835-N2)-methyltransferase
2.1.1.176,16S rRNA (cytosine967-C5)-methyltransferase
2.1.1.177,23S rRNA (pseudouridine1915-N3)-methyltransferase
2.1.1.178,16S rRNA (cytosine1407-C5)-methyltransferase
2.1.1.179,16S rRNA (guanine1405-N7)-methyltransferase
2.1.1.181,23S rRNA (adenine1618-N6)-methyltransferase
2.1.1.182,16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase
2.1.1.183,18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase
2.1.1.184,23S rRNA (adenine2085-N6)-dimethyltransferase
2.1.1.185,23S rRNA (guanosine2251-2'-O)-methyltransferase
2.1.1.186,23S rRNA (cytidine2498-2'-O)-methyltransferase
2.1.1.187,23S rRNA (guanine745-N1)-methyltransferase
2.1.1.189,23S rRNA (uracil747-C5)-methyltransferase
2.1.1.190,23S rRNA (uracil1939-C5)-methyltransferase
2.1.1.191,23S rRNA (cytosine1962-C5)-methyltransferase
2.1.1.192,23S rRNA (adenine2503-C2)-methyltransferase
2.1.1.193,16S rRNA (uracil1498-N3)-methyltransferase
2.1.1.195,cobalt-precorrin-5B (C1)-methyltransferase
2.1.1.196,cobalt-precorrin-6B (C15)-methyltransferase [decarboxylating]
2.1.1.197,malonyl-[acyl-carrier protein] O-methyltransferase
2.1.1.198,16S rRNA (cytidine1402-2'-O)-methyltransferase
2.1.1.199,16S rRNA (cytosine1402-N4)-methyltransferase
2.1.1.200,tRNA (cytidine32/uridine32-2'-O)-methyltransferase
2.1.1.201,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase"
2.1.1.206,tRNA (cytidine56-2'-O)-methyltransferase
2.1.1.207,tRNA (cytidine34-2'-O)-methyltransferase
2.1.1.208,23S rRNA (uridine2479-2'-O)-methyltransferase
2.1.1.209,23S rRNA (guanine2535-N1)-methyltransferase
2.1.1.21,methylamine-glutamate N-methyltransferase
2.1.1.210,demethylspheroidene O-methyltransferase
2.1.1.213,tRNA (guanine10-N2)-dimethyltransferase
2.1.1.215,tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase
2.1.1.216,tRNA (guanine26-N2)-dimethyltransferase
2.1.1.217,tRNA (adenine22-N1)-methyltransferase
2.1.1.219,tRNA (adenine57-N1/adenine58-N1)-methyltransferase
2.1.1.220,tRNA (adenine58-N1)-methyltransferase
2.1.1.222,2-polyprenyl-6-hydroxyphenol methylase
2.1.1.223,tRNA1Val (adenine37-N6)-methyltransferase
2.1.1.224,23S rRNA (adenine2503-C8)-methyltransferase
2.1.1.226,23S rRNA (cytidine1920-2'-O)-methyltransferase
2.1.1.227,16S rRNA (cytidine1409-2'-O)-methyltransferase
2.1.1.228,tRNA (guanine37-N1)-methyltransferase
2.1.1.229,tRNA (carboxymethyluridine34-5-O)-methyltransferase
2.1.1.230,23S rRNA (adenosine1067-2'-O)-methyltransferase
2.1.1.242,16S rRNA (guanine1516-N2)-methyltransferase
2.1.1.243,2-ketoarginine methyltransferase
2.1.1.245,5-methyltetrahydrosarcinapterin:corrinoid/iron-sulfur protein Co-methyltransferase
2.1.1.246,[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase
2.1.1.248,methylamine-corrinoid protein Co-methyltransferase
2.1.1.249,dimethylamine-corrinoid protein Co-methyltransferase
2.1.1.250,trimethylamine-corrinoid protein Co-methyltransferase
2.1.1.251,methylated-thiol-coenzyme M methyltransferase
2.1.1.254,erythromycin 3''-O-methyltransferase
2.1.1.255,geranyl diphosphate 2-C-methyltransferase
2.1.1.257,tRNA (pseudouridine54-N1)-methyltransferase
2.1.1.258,5-methyltetrahydrofolate:corrinoid/iron-sulfur protein Co-methyltransferase
2.1.1.260,rRNA small subunit pseudouridine methyltransferase Nep1
2.1.1.264,23S rRNA (guanine2069-N7)-methyltransferase
2.1.1.265,tellurite methyltransferase
2.1.1.266,23S rRNA (adenine2030-N6)-methyltransferase
2.1.1.271,cobalt-precorrin-4 methyltransferase
2.1.1.272,cobalt-factor III methyltransferase
2.1.1.281,phenylpyruvate C3-methyltransferase
2.1.1.288,aklanonic acid methyltransferase
2.1.1.289,cobalt-precorrin-7 (C5)-methyltransferase
2.1.1.294,"3-O-phospho-polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol 3-phospho-methyltransferase"
2.1.1.295,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase"
2.1.1.296,methyltransferase cap2
2.1.1.297,peptide chain release factor N5-glutamine methyltransferase
2.1.1.298,ribosomal protein L3 N5-glutamine methyltransferase
2.1.1.301,cypemycin N-terminal methyltransferase
2.1.1.302,3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase
2.1.1.303,"2,7-dihydroxy-5-methyl-1-naphthoate 7-O-methyltransferase"
2.1.1.307,"8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase"
2.1.1.319,type I protein arginine methyltransferase
2.1.1.320,type II protein arginine methyltransferase
2.1.1.322,type IV protein arginine methyltransferase
2.1.1.327,phenazine-1-carboxylate N-methyltransferase
2.1.1.33,tRNA (guanine46-N7)-methyltransferase
2.1.1.331,bacteriochlorophyllide d C-121-methyltransferase
2.1.1.332,bacteriochlorophyllide d C-82-methyltransferase
2.1.1.334,methanethiol S-methyltransferase
2.1.1.34,tRNA (guanosine18-2'-O)-methyltransferase
2.1.1.342,anaerobilin synthase
2.1.1.343,"8-amino-8-demethylriboflavin N,N-dimethyltransferase"
2.1.1.344,ornithine lipid N-methyltransferase
2.1.1.35,tRNA (uracil54-C5)-methyltransferase
2.1.1.354,[histone H3]-lysine4 N-trimethyltransferase
2.1.1.355,[histone H3]-lysine9 N-trimethyltransferase
2.1.1.356,[histone H3]-lysine27 N-trimethyltransferase
2.1.1.357,[histone H3]-lysine36 N-dimethyltransferase
2.1.1.359,[histone H3]-lysine36 N-trimethyltransferase
2.1.1.360,[histone H3]-lysine79 N-trimethyltransferase
2.1.1.361,[histone H4]-lysine20 N-methyltransferase
2.1.1.362,[histone H4]-N-methyl-L-lysine20 N-methyltransferase
2.1.1.37,DNA (cytosine-5-)-methyltransferase
2.1.1.4,acetylserotonin O-methyltransferase
2.1.1.41,sterol 24-C-methyltransferase
2.1.1.44,L-histidine Nalpha-methyltransferase
2.1.1.45,thymidylate synthase
2.1.1.5,betaine-homocysteine S-methyltransferase
2.1.1.57,methyltransferase cap1
2.1.1.60,calmodulin-lysine N-methyltransferase
2.1.1.61,tRNA 5-(aminomethyl)-2-thiouridylate-methyltransferase
2.1.1.63,methylated-DNA-[protein]-cysteine S-methyltransferase
2.1.1.64,3-demethylubiquinol 3-O-methyltransferase
2.1.1.67,thiopurine S-methyltransferase
2.1.1.71,phosphatidyl-N-methylethanolamine N-methyltransferase
2.1.1.72,site-specific DNA-methyltransferase (adenine-specific)
2.1.1.74,methylenetetrahydrofolate-tRNA-(uracil54-C5)-methyltransferase [NAD(P)H-oxidizing]
2.1.1.77,protein-L-isoaspartate(D-aspartate) O-methyltransferase
2.1.1.79,cyclopropane-fatty-acyl-phospholipid synthase
2.1.1.80,protein-glutamate O-methyltransferase
2.1.1.86,tetrahydromethanopterin S-methyltransferase
2.1.1.90,methanol-corrinoid protein Co-methyltransferase
2.1.1.98,diphthine synthase
2.1.2.1,glycine hydroxymethyltransferase
2.1.2.10,aminomethyltransferase
2.1.2.11,3-methyl-2-oxobutanoate hydroxymethyltransferase
2.1.2.13,UDP-4-amino-4-deoxy-L-arabinose formyltransferase
2.1.2.2,phosphoribosylglycinamide formyltransferase 1
2.1.2.3,phosphoribosylaminoimidazolecarboxamide formyltransferase
2.1.2.5,glutamate formimidoyltransferase
2.1.2.9,methionyl-tRNA formyltransferase
2.1.3.1,methylmalonyl-CoA carboxytransferase
2.1.3.10,malonyl-S-ACP:biotin-protein carboxyltransferase
2.1.3.11,N-succinylornithine carbamoyltransferase
2.1.3.15,acetyl-CoA carboxytransferase
2.1.3.2,aspartate carbamoyltransferase
2.1.3.3,ornithine carbamoyltransferase
2.1.3.6,putrescine carbamoyltransferase
2.1.3.7,3-hydroxymethylcephem carbamoyltransferase
2.1.3.9,N-acetylornithine carbamoyltransferase
2.1.4.1,glycine amidinotransferase
2.10.1.1,molybdopterin molybdotransferase
2.2.1.1,transketolase
2.2.1.10,"2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase"
2.2.1.2,transaldolase
2.2.1.6,acetolactate synthase
2.2.1.7,1-deoxy-D-xylulose-5-phosphate synthase
2.2.1.8,fluorothreonine transaldolase
2.2.1.9,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
2.3.1.1,amino-acid N-acetyltransferase
2.3.1.101,formylmethanofuran-tetrahydromethanopterin N-formyltransferase
2.3.1.102,N6-hydroxylysine N-acetyltransferase
2.3.1.109,arginine N-succinyltransferase
2.3.1.111,mycocerosate synthase
2.3.1.117,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
2.3.1.118,N-hydroxyarylamine O-acetyltransferase
2.3.1.12,dihydrolipoyllysine-residue acetyltransferase
2.3.1.122,trehalose O-mycolyltransferase
2.3.1.129,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase
2.3.1.133,shikimate O-hydroxycinnamoyltransferase
2.3.1.15,glycerol-3-phosphate 1-O-acyltransferase
2.3.1.157,glucosamine-1-phosphate N-acetyltransferase
2.3.1.158,phospholipid:diacylglycerol acyltransferase
2.3.1.16,acetyl-CoA C-acyltransferase
2.3.1.168,dihydrolipoyllysine-residue (2-methylpropanoyl)transferase
2.3.1.169,CO-methylating acetyl-CoA synthase
2.3.1.17,aspartate N-acetyltransferase
2.3.1.174,3-oxoadipyl-CoA thiolase
2.3.1.178,diaminobutyrate acetyltransferase
2.3.1.179,beta-ketoacyl-[acyl-carrier-protein] synthase II
2.3.1.18,galactoside O-acetyltransferase
2.3.1.180,beta-ketoacyl-[acyl-carrier-protein] synthase III
2.3.1.181,lipoyl(octanoyl) transferase
2.3.1.183,phosphinothricin acetyltransferase
2.3.1.184,acyl-homoserine-lactone synthase
2.3.1.187,acetyl-S-ACP:malonate ACP transferase
2.3.1.189,mycothiol synthase
2.3.1.19,phosphate butyryltransferase
2.3.1.191,UDP-3-O-(3-hydroxyacyl)glucosamine N-acyltransferase
2.3.1.193,tRNAMet cytidine acetyltransferase
2.3.1.20,diacylglycerol O-acyltransferase
2.3.1.200,lipoyl amidotransferase
2.3.1.201,"UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase"
2.3.1.202,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase"
2.3.1.203,UDP-N-acetylbacillosamine N-acetyltransferase
2.3.1.204,octanoyl-[GcvH]:protein N-octanoyltransferase
2.3.1.207,beta-ketodecanoyl-[acyl-carrier-protein] synthase
2.3.1.209,"dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase"
2.3.1.21,carnitine O-palmitoyltransferase
2.3.1.210,"dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase"
2.3.1.222,phosphate propanoyltransferase
2.3.1.223,"3-oxo-5,6-didehydrosuberyl-CoA thiolase"
2.3.1.225,protein S-acyltransferase
2.3.1.230,2-heptyl-4(1H)-quinolone synthase
2.3.1.233,"1,3,6,8-tetrahydroxynaphthalene synthase"
2.3.1.234,N6-L-threonylcarbamoyladenine synthase
2.3.1.235,tetracenomycin F2 synthase
2.3.1.241,Kdo2-lipid IVA acyltransferase
2.3.1.242,Kdo2-lipid IVA palmitoleoyltransferase
2.3.1.243,acyl-Kdo2-lipid IVA acyltransferase
2.3.1.245,"3-hydroxy-5-phosphooxypentane-2,4-dione thiolase"
2.3.1.246,"3,5-dihydroxyphenylacetyl-CoA synthase"
2.3.1.247,3-keto-5-aminohexanoate cleavage enzyme
2.3.1.251,lipid IVA palmitoyltransferase
2.3.1.252,mycolipanoate synthase
2.3.1.253,phloroglucinol synthase
2.3.1.255,N-terminal amino-acid Nalpha-acetyltransferase NatA
2.3.1.256,N-terminal methionine Nalpha-acetyltransferase NatC
2.3.1.259,N-terminal methionine Nalpha-acetyltransferase NatF
2.3.1.260,tetracycline polyketide synthase
2.3.1.261,(4-hydroxyphenyl)alkanoate synthase
2.3.1.262,anthraniloyl-CoA anthraniloyltransferase
2.3.1.263,2-amino-4-oxopentanoate thiolase
2.3.1.264,beta-lysine N6-acetyltransferase
2.3.1.265,phosphatidylinositol dimannoside acyltransferase
2.3.1.266,[ribosomal protein S18]-alanine N-acetyltransferase
2.3.1.267,[ribosomal protein S5]-alanine N-acetyltransferase
2.3.1.28,chloramphenicol O-acetyltransferase
2.3.1.29,glycine C-acetyltransferase
2.3.1.30,serine O-acetyltransferase
2.3.1.31,homoserine O-acetyltransferase
2.3.1.35,glutamate N-acetyltransferase
2.3.1.37,5-aminolevulinate synthase
2.3.1.39,[acyl-carrier-protein] S-malonyltransferase
2.3.1.4,glucosamine-phosphate N-acetyltransferase
2.3.1.40,acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase
2.3.1.41,beta-ketoacyl-[acyl-carrier-protein] synthase I
2.3.1.42,glycerone-phosphate O-acyltransferase
2.3.1.43,phosphatidylcholine-sterol O-acyltransferase
2.3.1.46,homoserine O-succinyltransferase
2.3.1.47,8-amino-7-oxononanoate synthase
2.3.1.48,histone acetyltransferase
2.3.1.5,arylamine N-acetyltransferase
2.3.1.51,1-acylglycerol-3-phosphate O-acyltransferase
2.3.1.54,formate C-acetyltransferase
2.3.1.57,diamine N-acetyltransferase
2.3.1.59,gentamicin 2'-N-acetyltransferase
2.3.1.60,gentamicin 3-N-acetyltransferase
2.3.1.61,dihydrolipoyllysine-residue succinyltransferase
2.3.1.7,carnitine O-acetyltransferase
2.3.1.79,maltose O-acetyltransferase
2.3.1.8,phosphate acetyltransferase
2.3.1.81,aminoglycoside 3-N-acetyltransferase
2.3.1.82,aminoglycoside 6'-N-acetyltransferase
2.3.1.89,tetrahydrodipicolinate N-acetyltransferase
2.3.1.9,acetyl-CoA C-acetyltransferase
2.3.1.97,glycylpeptide N-tetradecanoyltransferase
2.3.2.10,UDP-N-acetylmuramoylpentapeptide-lysine N6-alanyltransferase
2.3.2.13,protein-glutamine gamma-glutamyltransferase
2.3.2.16,lipid II:glycine glycyltransferase
2.3.2.17,N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-(N6-glycyl)-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine:glycine glycyltransferase
2.3.2.18,N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-(N6-triglycine)-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine:glycine glycyltransferase
2.3.2.2,gamma-glutamyltransferase
2.3.2.23,E2 ubiquitin-conjugating enzyme
2.3.2.26,HECT-type E3 ubiquitin transferase
2.3.2.27,RING-type E3 ubiquitin transferase
2.3.2.29,aspartate/glutamate leucyltransferase
2.3.2.3,lysyltransferase
2.3.2.30,L-ornithine Nalpha-acyltransferase
2.3.2.5,glutaminyl-peptide cyclotransferase
2.3.2.6,lysine/arginine leucyltransferase
2.3.3.1,citrate (Si)-synthase
2.3.3.10,hydroxymethylglutaryl-CoA synthase
2.3.3.13,2-isopropylmalate synthase
2.3.3.14,homocitrate synthase
2.3.3.15,sulfoacetaldehyde acetyltransferase
